refseq_mrna,entrezgene,uniprot_gn,external_gene_name
3946,NM_001083114,223828,G3X959,Pphln1
3947,NM_001083114,223828,Q3UBL8,Pphln1
3948,NM_001083114,223828,G3UWD4,Pphln1
3949,NM_001083118,21750,O35144,Terf2
3950,NM_001083119,19273,Q3V360,Ptpru
3951,NM_001083119,19273,B1AUH1,Ptpru
3952,NM_001083120,13800,,Enah
3953,NM_001083121,13800,,Enah
3954,NM_001083125,16874,Q9R1R0,Lhx6
3955,NM_001083126,16874,Q9R1R0,Lhx6
3956,NM_001083127,16874,Q9R1R0,Lhx6
3957,NM_001083188,16881,Q3U4X8,Lig1
3958,NM_001083311,100036518,,Vmn1r223
3959,NM_001083312,229900,Q91Z40,Gbp7
3960,NM_001083315,64213,Q99M96,St7
3961,NM_001083315,64213,Q99M95,St7
3962,NM_001083316,18595,P26618,Pdgfra
3963,NM_001083317,67843,Q9D321,Slc35a4
3964,NM_001083318,27049,Q8R4Z4,Etv3
3965,NM_001083319,22221,Q811S7,Ubp1
3966,NM_001083320,14924,Q6RHR9,Magi1
3967,NM_001083320,14924,Q4VBG2,Magi1
3968,NM_001083321,14924,Q6RHR9,Magi1
3969,NM_001083321,14924,Q4VBG2,Magi1
3970,NM_001083322,27007,Q4FJM0,Klrk1
3971,NM_001083322,27007,Q3TCW7,Klrk1
3972,NM_001083322,27007,O54709,Klrk1
3973,NM_001083328,52856,A2AFK4,Mtg2
3974,NM_001083328,52856,I6L986,Mtg2
3975,NM_001083329,52856,A2AFK4,Mtg2
3976,NM_001083329,52856,I6L986,Mtg2
3977,NM_001083331,19069,Q5QNU0,Nup88
3978,NM_001083331,19069,Q8CEC0,Nup88
3979,NM_001083334,30948,O08539,Bin1
3980,NM_001083334,30948,Q6P1B9,Bin1
3981,NM_001083341,67216,Q8R3I2,Mboat2
3982,NM_001083342,242748,,Disp3
3983,NM_001083587,319939,Q5SSZ5,Tns3
3984,NM_001083616,12289,Q99246,Cacna1d
3985,NM_001083618,74711,A2APC3,Ttll9
3986,NM_001083628,381157,B9EJV3,Greb1l
3987,NM_001083806,14800,G5E8H1,Gria2
3988,NM_001083807,72296,Q8BG26,Rusc1
3989,NM_001083807,72296,Q3TDG5,Rusc1
3990,NM_001083808,72296,Q8BG26,Rusc1
3991,NM_001083808,72296,Q3TDG5,Rusc1
3992,NM_001083809,72401,Q8BSM7,Slc43a1
3993,NM_001083809,72401,G3X8X3,Slc43a1
3994,NM_001083810,72446,A2AVJ5,Prr5l
3995,NM_001083880,67912,,1600012H06Rik
3996,NM_001083881,67912,,1600012H06Rik
3997,NM_001083882,67912,,1600012H06Rik
3998,NM_001083884,70163,Q9D7S0,Lypd8
3999,NM_001083887,230577,Q8CFI5,Pars2
4000,NM_001083890,238683,,Spata31d1c
4001,NM_001083891,78330,Q8BK30,Ndufv3
4002,NM_001083891,78330,Q3U422,Ndufv3
4003,NM_001083894,239759,Q8CIV3,Liph
4004,NM_001083895,68792,Q8R054,Srpx2
4005,NM_001083897,68481,A0A0R4J0V2,Mpzl1
4006,NM_001083897,68481,Q3TEW6,Mpzl1
4007,NM_001083901,66631,Q8CIA9,Mfsd14b
4008,NM_001083902,171286,D3YTS8,Slc12a8
4009,NM_001083902,171286,Q8VI23,Slc12a8
4010,NM_001083903,282619,,Sbsn
4011,NM_001083904,59083,Q9QXC1,Fetub
4012,NM_001083904,59083,Q6YJU1,Fetub
4013,NM_001083905,59083,Q9QXC1,Fetub
4014,NM_001083905,59083,Q6YJU1,Fetub
4015,NM_001083906,110784,A3KN90,Nr3c2
4016,NM_001083912,101497,G5E8T4,Plekhg2
4017,NM_001083916,69073,A2A9F4,Kdf1
4018,NM_001083917,235281,Q0P666,Scn3b
4019,NM_001083917,235281,Q8BHK2,Scn3b
4020,NM_001083918,666532,Q8R1N3,Zfp991
4021,NM_001083919,241431,Q4U4S6,Xirp2
4022,NM_001083921,24105,Q9WUB0,Rbck1
4023,NM_001083922,22377,P97764,Wbp1
4024,NM_001083923,22377,P97764,Wbp1
4025,NM_001083927,21887,Q3TY99,Tle3
4026,NM_001083927,21887,Q08122,Tle3
4027,NM_001083928,21887,Q3TY99,Tle3
4028,NM_001083928,21887,Q08122,Tle3
4029,NM_001083934,17929,Q62234,Myom1
4030,NM_001083935,19228,P41593,Pth1r
4031,NM_001083936,19228,P41593,Pth1r
4032,NM_001083937,22232,Q3UIP1,Slc35a2
4033,NM_001083937,22232,Q9R0M8,Slc35a2
4034,NM_001083938,100037283,Q5FWA0,Rnaset2a
4035,NM_001083938,100037283,C0HKG5,Rnaset2a
4036,NM_001083938,100037283,C0HKG6,Rnaset2a
4037,NM_001083945,100037282,Q9DA80,Rsph3b
4038,NM_001083955,110257,Q91VB8,Hba-a2
4039,NM_001083957,12346,P13634,Car1
4040,NM_001083958,72611,Q6P8W7,Zfp655
4041,NM_001083958,72611,A0A0G2JE56,Zfp655
4042,NM_001083958,72611,Q9CZP3,Zfp655
4043,NM_001083959,26972,Q9WTK8,Spo11
4044,NM_001083960,26972,Q9WTK8,Spo11
4045,NM_001083967,21413,Q60722,Tcf4
4046,NM_001083967,21413,Q8BPX7,Tcf4
4047,NM_001083967,21413,A0A0J9YUG4,Tcf4
4048,NM_001083967,21413,Q91YV0,Tcf4
4049,NM_001083967,21413,A0A0J9YUP9,Tcf4
4050,NM_001083967,21413,Q91XK1,Tcf4
4051,NM_001085348,100040016,Q9D4Y3,Rhox2e
4052,NM_001085355,239985,E9Q4N7,Arid1b
4053,NM_001085356,434764,A2ANE0,Rhox2f
4054,NM_001085370,11790,A0A0R4J1J0,Speg
4055,NM_001085371,11790,A0A0R4J1J0,Speg
4056,NM_001085373,328949,G3UW40,Mcc
4057,NM_001085374,328949,G3UW40,Mcc
4058,NM_001085376,23850,,Pappa2
4059,NM_001085378,668940,A2AQP0,Myh7b
4060,NM_001085383,71790,Q9JHQ0,Anxa9
4061,NM_001085385,72244,,1600014C10Rik
4062,NM_001085387,59310,,Myl10
4063,NM_001085390,240672,Q1HL35,Dusp5
4064,NM_001085393,278203,A0A077S1H9,Spaca5
4065,NM_001085393,278203,A2AE20,Spaca5
4066,NM_001085407,68112,A2AIW0,Sdccag3
4067,NM_001085408,68112,A2AIW0,Sdccag3
4068,NM_001085409,68428,,Steap3
4069,NM_001085410,68646,Q8C5H8,Nadk2
4070,NM_001085412,277666,,Gm13078
4071,NM_001085414,195555,,Pramef6
4072,NM_001085415,68910,B2RU53,Zfp467
4073,NM_001085415,68910,Q3USQ2,Zfp467
4074,NM_001085415,68910,G3X9X3,Zfp467
4075,NM_001085415,68910,D3Z7M0,Zfp467
4076,NM_001085415,68910,Q8JZL0,Zfp467
4077,NM_001085416,68910,B2RU53,Zfp467
4078,NM_001085416,68910,Q3USQ2,Zfp467
4079,NM_001085416,68910,G3X9X3,Zfp467
4080,NM_001085416,68910,D3Z7M0,Zfp467
4081,NM_001085416,68910,Q8JZL0,Zfp467
4082,NM_001085417,68910,B2RU53,Zfp467
4083,NM_001085417,68910,Q3USQ2,Zfp467
4084,NM_001085417,68910,G3X9X3,Zfp467
4085,NM_001085417,68910,D3Z7M0,Zfp467
4086,NM_001085417,68910,Q8JZL0,Zfp467
4087,NM_001085418,384077,Q7TPY4,Pramel5
4088,NM_001085419,100041077,Q3ULC4,Gm13102
4089,NM_001085421,239364,Q69ZB3,Tspyl5
4090,NM_001085440,237782,Q3UMB5,Smcr8
4091,NM_001085448,12388,P30999,Ctnnd1
4092,NM_001085448,12388,G3X9V2,Ctnnd1
4093,NM_001085449,12388,P30999,Ctnnd1
4094,NM_001085449,12388,G3X9V2,Ctnnd1
4095,NM_001085450,12388,P30999,Ctnnd1
4096,NM_001085450,12388,G3X9V2,Ctnnd1
4097,NM_001085453,12388,P30999,Ctnnd1
4098,NM_001085453,12388,G3X9V2,Ctnnd1
4099,NM_001085472,56215,Q9JIX8,Acin1
4100,NM_001085472,56215,Q52KR6,Acin1
4101,NM_001085473,56215,Q9JIX8,Acin1
4102,NM_001085473,56215,Q52KR6,Acin1
4103,NM_001085477,544748,Q7TRI6,Olfr765
4104,NM_001085491,68233,B2KGE5,Fam229a
4105,NM_001085492,68703,Q80TZ9,Rere
4106,NM_001085493,76947,A2AIL4,Ndufaf6
4107,NM_001085495,99371,A2A5R2,Arfgef2
4108,NM_001085497,194744,A2A3V2,Slc25a43
4109,NM_001085498,208092,P0C0A3,Chmp6
4110,NM_001085498,208092,B1AZ39,Chmp6
4111,NM_001085499,209005,,Gm595
4112,NM_001085500,217149,B1AR13,Cisd3
4113,NM_001085500,217149,B2RWE3,Cisd3
4114,NM_001085501,228966,A2AJW4,Ppp1r3d
4115,NM_001085502,230718,A3KFX0,Nt5c1a
4116,NM_001085503,230883,A2A7Z8,Aadacl3
4117,NM_001085504,230890,,Gm436
4118,NM_001085505,230909,,Gm572
4119,NM_001085506,236852,,Magea10
4120,NM_001085507,241311,,Zbtb34
4121,NM_001085508,242409,B1AWJ5,Tmem8b
4122,NM_001085509,242702,A2ABU4,Myom3
4123,NM_001085511,245509,A2ADI4,4932429P05Rik
4124,NM_001085513,277743,A2ADB2,Fam131c
4125,NM_001085515,329828,Q69ZQ1,AI464131
4126,NM_001085516,332923,,Gm12794
4127,NM_001085517,333452,,H2al1o
4128,NM_001085518,381417,,Gm14085
4129,NM_001085520,381536,B1AUV7,Gm12789
4130,NM_001085521,433485,A2ANU3,Syndig1
4131,NM_001085522,433791,,Zfp992
4132,NM_001085523,434725,,Btbd35f7
4133,NM_001085524,434726,A2AHC5,Fthl17b
4134,NM_001085525,434727,A2AHC6,Fthl17c
4135,NM_001085525,434728,A2AHC6,Fthl17c
4136,NM_001085526,435273,,Krtap1-3
4137,NM_001085527,435286,,Krtap9-5
4138,NM_001085528,435791,B1AYH9,Gm13271
4139,NM_001085529,435818,,Slc2a7
4140,NM_001085530,545611,A2APU8,Gm13298
4141,NM_001085531,545645,,Gm13283
4142,NM_001085532,545649,,Gm13276
4143,NM_001085533,545652,,Gm13275
4144,NM_001085534,546335,,Gm5938
4145,NM_001085535,546519,B1AQL3,Tmem235
4146,NM_001085536,546849,,Gm13178
4147,NM_001085537,547154,J3QP08,H2al1k
4148,NM_001085538,623272,,Gm11757
4149,NM_001085540,626943,,Pramef17
4150,NM_001085541,626995,,Gm13128
4151,NM_001085542,627085,,Gm13124
4152,NM_001085543,627264,,Btbd35f28
4153,NM_001085544,628923,,Gm14744
4154,NM_001085545,630022,,Btbd35f18
4155,NM_001085546,664987,,Gm14393
4156,NM_001085546,665001,,Gm14393
4157,NM_001085547,665992,,Krtap4-8
4158,NM_001085548,665998,,Krtap4-9
4159,NM_001085549,666048,B1ATG9,Trabd2b
4160,NM_001085551,668958,,Btbd35f11
4161,NM_001085552,668960,,Btbd35f10
4162,NM_001085553,668963,,Btbd35f20
4163,NM_001085554,668964,,Btbd35f17
4164,NM_001085555,21463,Q5FWA2,Tcp11
4165,NM_001093749,319742,Q3V3F6,Mpzl3
4166,NM_001093750,211612,Q14B62,Ptchd1
4167,NM_001093752,69207,Q3UIX4,Srsf11
4168,NM_001093753,69207,Q3UIX4,Srsf11
4169,NM_001093754,72121,,Dennd2d
4170,NM_001093757,270086,Q3U0K8,Ogfod1
4171,NM_001093759,66975,Q3TIR1,Trappc13
4172,NM_001093760,66975,Q3TIR1,Trappc13
4173,NM_001093764,50918,Q0VE46,Myadm
4174,NM_001093764,50918,O35682,Myadm
4175,NM_001093765,50918,Q0VE46,Myadm
4176,NM_001093765,50918,O35682,Myadm
4177,NM_001093766,50918,Q0VE46,Myadm
4178,NM_001093766,50918,O35682,Myadm
4179,NM_001093775,17933,P97500,Myt1l
4180,NM_001093776,17933,P97500,Myt1l
4181,NM_001093778,17933,P97500,Myt1l
4182,NM_001097617,50908,,C1s1
4183,NM_001097621,668303,Q52KG5,Kif26a
4184,NM_001097623,224829,,Trerf1
4185,NM_001097644,227210,,Ccnyl1
4186,NM_001097977,433486,,Gm14151
4187,NM_001097978,545637,A2BEI6,Gm11758
4188,NM_001097979,665596,P10853,Hist1h2bq
4189,NM_001097979,665596,Q8CBB6,Hist1h2bq
4190,NM_001097980,100040937,B1AZQ8,Cldn34b1
4191,NM_001098168,211914,Q7SIG6,Asap2
4192,NM_001098170,18526,Q6P0A6,Pcdh10
4193,NM_001098170,18526,Q925I8,Pcdh10
4194,NM_001098171,18526,Q6P0A6,Pcdh10
4195,NM_001098171,18526,Q925I8,Pcdh10
4196,NM_001098172,18526,Q6P0A6,Pcdh10
4197,NM_001098172,18526,Q925I8,Pcdh10
4198,NM_001098222,70237,Q6PB60,Bhlhb9
4199,NM_001098225,11496,Q9R1V6,Adam22
4200,NM_001098225,11496,D6QSS8,Adam22
4201,NM_001098226,21678,P70210,Tead3
4202,NM_001098227,53378,Q3TMX0,Sdcbp
4203,NM_001098227,53378,O08992,Sdcbp
4204,NM_001098230,381511,A8Y5Q1,Pdp1
4205,NM_001098230,381511,A2AJP9,Pdp1
4206,NM_001098230,381511,Q3UV70,Pdp1
4207,NM_001098231,381511,A8Y5Q1,Pdp1
4208,NM_001098231,381511,A2AJP9,Pdp1
4209,NM_001098231,381511,Q3UV70,Pdp1
4210,NM_001098233,75029,Q8R4E6,Purg
4211,NM_001098237,75291,Q91X45,Zbtb3
4212,NM_001098267,100216474,A4Q9E4,Ttll2
4213,NM_001098269,100042342,Q5EBJ2,Gm10375
4214,NM_001098271,66058,Q9DCS1,Tmem176a
4215,NM_001098404,18171,Q0P525,Nr1i2
4216,NM_001098404,18171,O54915,Nr1i2
4217,NM_001098425,20687,O70494,Sp3
4218,NM_001098476,231413,Q8C5Q4,Grsf1
4219,NM_001098528,98741,A6H8H5,Kcnb2
4220,NM_001098636,101631,Q3TYY8,Pwwp2b
4221,NM_001098669,16642,Q8CB89,Klrc2
4222,NM_001098669,16642,Q9WVJ7,Klrc2
4223,NM_001098669,16642,Q9WTJ9,Klrc2
4224,NM_001098723,100073351,Q3TTC2,Yy2
4225,NM_001098789,407790,Q4FZG9,Ndufa4l2
4226,NM_001098799,269389,,Tox2
4227,NM_001098810,217057,Q8R2Y8,Ptrh2
4228,NM_001098836,217218,A2AWT3,Atxn7l3
4229,NM_001098837,217218,A2AWT3,Atxn7l3
4230,NM_001098840,545650,Q8CD73,Gm13277
4231,NM_001098841,545651,Q8CD73,Gm13278
4232,NM_001098842,627927,B1AXU1,Gm6812
4233,NM_001099217,100041546,P0CW03,Ly6c2
4234,NM_001099275,70426,G5E8A8,Tekt5
4235,NM_001099276,240752,,Pik3c2b
4236,NM_001099277,666528,Q0GGX2,Zfp541
4237,NM_001099288,216831,Q5SSM3,Arhgap44
4238,NM_001099295,67323,B1AUF7,1700042G07Rik
4239,NM_001099296,72690,Q80X91,Grrp1
4240,NM_001099297,99439,,Duox1
4241,NM_001099298,110876,A9JQD3,Scn2a
4242,NM_001099299,230959,A2ALI5,Ajap1
4243,NM_001099301,383678,,Obp2b
4244,NM_001099302,434797,,Gm5640
4245,NM_001099303,545667,A2A9G7,Fam159a
4246,NM_001099305,628456,A3KG45,Gm6880
4247,NM_001099306,628518,,Gm6890
4248,NM_001099307,636104,,Gm7173
4249,NM_001099307,667736,,Gm7173
4250,NM_001099308,665001,Q8C1K5,Gm14391
4251,NM_001099309,666927,,Gm12887
4252,NM_001099310,636104,,Gm7173
4253,NM_001099310,667736,,Gm7173
4254,NM_001099311,670464,B1AQB0,Gm11596
4255,NM_001099312,670472,,Gm11569
4256,NM_001099313,670482,,Gm11554
4257,NM_001099314,100039672,B1AWI6,Msmp
4258,NM_001099316,100039913,,Rhox2b
4259,NM_001099318,100039948,,Rhox2c
4260,NM_001099319,100039968,Q3U0Y2,Tmem35b
4261,NM_001099321,100040635,,Gm15023
4262,NM_001099323,100041581,,Zkscan16
4263,NM_001099325,100042109,Q4KL05,Gm10488
4264,NM_001099326,100042782,Q3SXD1,Fthl17d
4265,NM_001099327,668030,Q8BHI0,Gm14305
4266,NM_001099327,668030,A2BE23,Gm14305
4267,NM_001099327,100043387,Q8BHI0,Gm14305
4268,NM_001099327,100043387,A2BE23,Gm14305
4269,NM_001099328,100043757,,Zfp831
4270,NM_001099329,100043860,B1B0N6,Scgb1b24
4271,NM_001099330,100043868,,Scgb1b30
4272,NM_001099331,100043899,A2A5I3,R3hdml
4273,NM_001099333,100040606,,Btbd35f12
4274,NM_001099346,100041488,Q9D3H4,Gm11937
4275,NM_001099347,100042175,Q62478,Gm10230
4276,NM_001099348,100042555,P70225,Gm13305
4277,NM_001099349,100043381,Q8BHI0,Gm14308
4278,NM_001099349,100043381,A2ART4,Gm14308
4279,NM_001099624,76089,Q8CHG7,Rapgef2
4280,NM_001099628,320817,,Atad2b
4281,NM_001099631,230863,A2AM67,Sh2d5
4282,NM_001099631,230863,Q8JZW5,Sh2d5
4283,NM_001099632,386454,A2RT81,Rnf39
4284,NM_001099633,237806,B1AR51,Dnah9
4285,NM_001099633,237806,B7FAT5,Dnah9
4286,NM_001099634,226101,Q69ZN7,Myof
4287,NM_001099635,17883,P13541,Myh3
4288,NM_001099636,434128,G3X9N3,Pnmal2
4289,NM_001099637,545389,Q6A065,Cep170
4290,NM_001099641,14399,P16305,Gabra6
4291,NM_001099643,100042254,,Btbd35f4
4292,NM_001099644,15561,Q8K1F4,Htr3a
4293,NM_001099664,381073,,Npw
4294,NM_001099674,69126,A0A087WNR7,1810022K09Rik
4295,NM_001099674,69126,G3UW58,1810022K09Rik
4296,NM_001099675,68512,B1AXP6,Tomm5
4297,NM_001099675,666377,B1AXP6,Tomm5
4298,NM_001099688,628100,Q5NBU5,Fbxo39
4299,NM_001099738,246738,Q8VCE1,Dnajc28
4300,NM_001099738,246738,Q8C4S9,Dnajc28
4301,NM_001099742,338417,G5E8B5,Scgb1c1
4302,NM_001099774,77914,A2A5X6,Krtap17-1
4303,NM_001099779,18770,G3X925,Pklr
4304,NM_001099785,73852,Q8BGN2,D3Ertd751e
4305,NM_001099785,73852,A0A0R4J1L5,D3Ertd751e
4306,NM_001099792,328162,Q80XC2,Trmt61a
4307,NM_001099793,328162,Q80XC2,Trmt61a
4308,NM_001099917,72273,D3Z3Y2,Smim24
4309,NM_001099917,72273,Q0VG18,Smim24
4310,NM_001099918,100043861,Q0ZUP1,Klrb1
4311,NM_001099918,100043861,A0A1U9W1A8,Klrb1
4312,NM_001099919,100039324,Q62478,Gm10147
4313,NM_001099920,100039890,,Gm15093
4314,NM_001100109,665155,P14576,Srp54
4315,NM_001100110,100101806,,Srp54b
4316,NM_001100116,100101807,Q8BR63,1700047I17Rik2
4317,NM_001100180,622127,,Cyp3a57
4318,NM_001100181,100040843,A2A8T1,Cyp4a32
4319,NM_001100182,242546,,Cyp2j12
4320,NM_001100183,230639,,Cyp4a29
4321,NM_001100184,384724,,Cyp2t4
4322,NM_001100185,435802,,Cyp4a30b
4323,NM_001100186,545913,A7KBS4,Zscan4d
4324,NM_001100187,677156,Q3V1F1,Cyp4f37
4325,NM_001100394,75087,,4930505A04Rik
4326,NM_001100395,83762,,Otof
4327,NM_001100444,546272,,Gm5934
4328,NM_001100445,100039065,,Gm2030
4329,NM_001100446,100043216,,Gm4297
4330,NM_001100449,72504,G5E8Z2,Taf4b
4331,NM_001100451,77853,Q69ZF8,Msl2
4332,NM_001100452,210982,Q8CHH5,Bicral
4333,NM_001100452,210982,B2RX81,Bicral
4334,NM_001100454,215001,Q8R0S6,Wfikkn1
4335,NM_001100455,227630,,Lcn11
4336,NM_001100458,320557,Q5XG69,Fam169a
4337,NM_001100460,382639,Q811H0,Zbtb42
4338,NM_001100461,385377,Q5DTT8,Pnma5
4339,NM_001100462,434325,Q8K071,Tmem221
4340,NM_001100464,233099,Q8R1E9,Scgb2b27
4341,NM_001100464,233099,A0A087WRN7,Scgb2b27
4342,NM_001100465,622301,K7N6P1,Rhox2h
4343,NM_001100466,639774,A7XV07,Skint8
4344,NM_001100591,319817,P0C090,Rc3h2
4345,NM_001100596,100038993,P70225,Il11ra2
4346,NM_001100606,100113398,Q6PAT0,Adat3
4347,NM_001100609,100039467,Q62478,Gm10487
4348,NM_001100610,100042144,Q62478,Gm14632
4349,NM_001100614,670496,A2A4L9,Gm11564
4350,NM_001100616,22300,,Vmn2r121
4351,NM_001100616,100038941,,Vmn2r121
4352,NM_001101038,620235,A7E1W8,Siglec15
4353,NM_001101430,69666,P0C7N9,Psmg4
4354,NM_001101431,70291,D3YX48,Mkrn2os
4355,NM_001101431,70291,D3Z393,Mkrn2os
4356,NM_001101433,71918,B2RVL6,Zcchc24
4357,NM_001101443,101359,B2RU40,Prrt4
4358,NM_001101445,208285,G3UW78,Cyp4f17
4359,NM_001101450,212952,G3UW88,Gm44
4360,NM_001101452,215895,G5E904,Sult3a2
4361,NM_001101453,217246,D0G895,Ace3
4362,NM_001101461,229550,G3UWB8,9130204L05Rik
4363,NM_001101463,231885,D3Z0W7,Gm4871
4364,NM_001101464,232077,D3Z120,Foxi3
4365,NM_001101467,233005,B2RXZ2,Cyp2a22
4366,NM_001101471,238276,D3YVF0,Akap5
4367,NM_001101472,238395,D3Z451,Serpina3j
4368,NM_001101475,240328,G3UWE2,F830016B08Rik
4369,NM_001101478,241944,A0A0G2JEM5,D3Ertd254e
4370,NM_001101479,241989,G5E8X2,Pabpc4l
4371,NM_001101482,244958,D3Z1Q2,Mrap2
4372,NM_001101483,245020,D3YVE8,Slc35g2
4373,NM_001101486,245884,B2RXB0,Fam71f2
4374,NM_001101488,269994,D3Z7H4,Gsg1l
4375,NM_001101501,333588,,Gm15104
4376,NM_001101502,353310,F6M3K1,Zfp703
4377,NM_001101502,353310,P0CL69,Zfp703
4378,NM_001101503,380787,G3UW55,Lbhd2
4379,NM_001101506,381582,B2RWJ3,Tmem240
4380,NM_001101507,665180,P0C7M9,Clec2l
4381,NM_001101510,382111,G3UW60,Susd5
4382,NM_001101516,383563,P0C5I1,Gpr25
4383,NM_001101519,403185,G3UW36,4932443I19Rik
4384,NM_001101531,433597,W4VSP6,Gm5538
4385,NM_001101533,434017,K7N778,Vmn1r20
4386,NM_001101534,434121,D3Z6M7,Sult2a4
4387,NM_001101535,434130,D3YZV8,Ccdc8
4388,NM_001101546,545798,,Tmem233
4389,NM_001101560,621628,G5E8X0,Cldn20
4390,NM_001101561,621697,,Rpl32l
4391,NM_001101562,622032,G3UW71,Vmn1r167
4392,NM_001101572,624845,G3UWA2,Vmn2r82
4393,NM_001101579,626397,G5E8G1,Vmn1r12
4394,NM_001101585,628893,,Cldn34-ps
4395,NM_001101586,629203,,Sult2a3
4396,NM_001101588,631304,G3UW81,Cyp4f40
4397,NM_001101598,664994,P85094,Isoc2a
4398,NM_001101600,665389,,Gm7616
4399,NM_001101603,667063,G3UWA7,Gm8439
4400,NM_001101605,667373,D3Z6F0,Ifit1bl1
4401,NM_001101606,667794,,Gm8817
4402,NM_001101609,668814,G3UW68,Gm9376
4403,NM_001101613,670533,Q9D141,Gm11567
4404,NM_001101620,16639,Q60682,Klra8
4405,NM_001101623,100040160,J3QK38,Gm20826
4406,NM_001101628,100041096,G3UWF2,Iqcf6
4407,NM_001101630,100041261,W4VSP7,Gm3238
4408,NM_001101631,100041351,A0A1W2P7U0,Gm3285
4409,NM_001101640,100043057,P86045,Tmem207
4410,NM_001101647,623503,G3UWC3,Prlh
4411,NM_001101656,100043123,,Cd300ld4
4412,NM_001101657,100043125,,Cd300ld5
4413,NM_001101804,668039,Q8BHI0,Gm14434
4414,NM_001101804,668039,A2ART4,Gm14434
4415,NM_001102400,13132,A0A0R4J104,Dab2
4416,NM_001102400,13132,Q3TRE6,Dab2
4417,NM_001102400,13132,Q9DCE6,Dab2
4418,NM_001102404,11433,Q05117,Acp5
4419,NM_001102405,11433,Q05117,Acp5
4420,NM_001102407,60365,Q9CWZ3,Rbm8a
4421,NM_001102409,385643,Q6S9I2,Kng2
4422,NM_001102409,385643,Q6S9I3,Kng2
4423,NM_001102409,385643,Q6S9I0,Kng2
4424,NM_001102410,385643,Q6S9I2,Kng2
4425,NM_001102410,385643,Q6S9I3,Kng2
4426,NM_001102410,385643,Q6S9I0,Kng2
4427,NM_001102411,16644,,Kng1
4428,NM_001102412,16644,,Kng1
4429,NM_001102414,117591,Q99JJ2,Slc2a9
4430,NM_001102414,117591,Q3T9X0,Slc2a9
4431,NM_001102414,117591,Q7TSK9,Slc2a9
4432,NM_001102414,117591,B9EHN5,Slc2a9
4433,NM_001102415,117591,Q99JJ2,Slc2a9
4434,NM_001102415,117591,Q3T9X0,Slc2a9
4435,NM_001102415,117591,Q7TSK9,Slc2a9
4436,NM_001102415,117591,B9EHN5,Slc2a9
4437,NM_001102423,228960,Q8BVI5,Stx16
4438,NM_001102424,228960,Q8BVI5,Stx16
4439,NM_001102425,228960,Q8BVI5,Stx16
4440,NM_001102430,211673,G3X9K3,Arfgef1
4441,NM_001102436,74159,Q5XG73,Acbd5
4442,NM_001102437,74159,Q5XG73,Acbd5
4443,NM_001102438,74159,Q5XG73,Acbd5
4444,NM_001102444,11518,Q9QYC0,Add1
4445,NM_001102446,11656,P08680,Alas2
4446,NM_001102446,11656,A2AFM0,Alas2
4447,NM_001102455,11804,Q06335,Aplp2
4448,NM_001102455,11804,Q60709,Aplp2
4449,NM_001102455,11804,Q64348,Aplp2
4450,NM_001102456,11804,Q06335,Aplp2
4451,NM_001102456,11804,Q60709,Aplp2
4452,NM_001102456,11804,Q64348,Aplp2
4453,NM_001102457,100135654,,Rhox3c
4454,NM_001102458,54375,O35484,Azin1
4455,NM_001102468,75600,Q91WQ9,Calml4
4456,NM_001102471,94219,Q3TWN3,Cnnm2
4457,NM_001102474,195564,A7TZF0,Skint3
4458,NM_001102563,69017,E9PUL5,Prrt2
4459,NM_001102565,211064,P0CB42,Alkbh1
4460,NM_001102565,211064,Q5XLJ1,Alkbh1
4461,NM_001102565,211064,E0CYA7,Alkbh1
4462,NM_001102565,211064,E0CX46,Alkbh1
4463,NM_001102565,654309,P0CB42,Alkbh1
4464,NM_001102565,654309,Q5XLJ1,Alkbh1
4465,NM_001102565,654309,E0CYA7,Alkbh1
4466,NM_001102565,654309,E0CX46,Alkbh1
4467,NM_001102578,546981,G5E8Z7,Vmn2r75
4468,NM_001102579,620672,,Vmn2r67
4469,NM_001102580,675969,,Vmn2r76
4470,NM_001102581,328759,,Vmn2r95
4471,NM_001102582,632671,,Vmn2r18
4472,NM_001102584,666002,,Vmn2r114
4473,NM_001102602,623734,G3UW56,Vmn2r85
4474,NM_001102607,245026,Q8C6K9,Col6a6
4475,NM_001102611,319822,Q8BTK5,Smyd4
4476,NM_001102613,232970,,Phldb3
4477,NM_001102615,286942,Q99PT9,Kif19a
4478,NM_001102615,286942,A9XMT8,Kif19a
4479,NM_001102650,68106,Q3UFY7,Nt5c3b
4480,NM_001102650,68106,A0A0R4J146,Nt5c3b
4481,NM_001102660,100040208,,Gm2663
4482,NM_001102662,639781,A7TZE6,Skint1
4483,NM_001102665,100039319,S4R1E0,H2afb1
4484,NM_001102670,243574,Q3UQV5,Kbtbd8
4485,NM_001102677,100038977,,Gm1993
4486,NM_001102678,100039377,Q62478,Gm10096
4487,NM_001103152,100039014,Q3TTD8,Gm20831
4488,NM_001103152,100040223,Q3TTD8,Gm20831
4489,NM_001103153,100040233,Q792Y8,Gm10334
4490,NM_001103156,74051,B2RX33,Steap2
4491,NM_001103156,74051,D3YUM6,Steap2
4492,NM_001103156,74051,Q8BWB6,Steap2
4493,NM_001103157,74051,B2RX33,Steap2
4494,NM_001103157,74051,D3YUM6,Steap2
4495,NM_001103157,74051,Q8BWB6,Steap2
4496,NM_001103158,100041379,,Zfp980
4497,NM_001103162,235623,Q6GQT6,Scap
4498,NM_001103165,18521,Q61990,Pcbp2
