refseq_mrna,entrezgene,uniprot_gn,external_gene_name
39415,NM_172945,268445,Q5F260,Ankrd13b
39416,NM_172946,268481,Q8CCX5,Krt222
39417,NM_172947,268490,Q9D0R8,Lsm12
39418,NM_172948,268510,Q765H6,Mgat5b
39419,NM_172950,14245,,Lpin1
39420,NM_172951,268534,Q925E0,Sntg2
39421,NM_172952,268566,Q8BUV3,Gphn
39422,NM_172952,268566,A0JNY3,Gphn
39423,NM_172953,268591,P70458,Serpina5
39424,NM_172955,13003,Q8BS97,Vcan
39425,NM_172955,13003,G3XA35,Vcan
39426,NM_172958,268783,Q80TA6,Mtmr12
39427,NM_172960,268822,,Adck5
39428,NM_172961,268860,P61922,Abat
39429,NM_172961,268860,Q3TUE8,Abat
39430,NM_172962,12305,Q03146,Ddr1
39431,NM_172962,12305,Q544T2,Ddr1
39432,NM_172963,68617,Q3UHU5,Mtcl1
39433,NM_172964,268970,Q8BN58,Arhgap28
39434,NM_172965,269003,,Sap130
39435,NM_172966,269016,Q8BZT2,Sh3rf2
39436,NM_172967,269033,G8CZ53,4930503L19Rik
39437,NM_172967,269033,Q8CB14,4930503L19Rik
39438,NM_172967,269033,G8CZ62,4930503L19Rik
39439,NM_172967,269033,G8CZ89,4930503L19Rik
39440,NM_172967,269033,G8CZ56,4930503L19Rik
39441,NM_172971,269180,Q3UEQ1,Inpp4a
39442,NM_172974,26895,Q8BV13,Cops7b
39443,NM_172977,269252,Q8BMQ2,Gtf3c4
39444,NM_172979,269328,Q8C6Z1,Muc15
39445,NM_172979,269328,Q0VEM9,Muc15
39446,NM_172980,269346,O88627,Slc28a2
39447,NM_172987,269513,Q3URJ8,Nkain3
39448,NM_172988,269514,Q8BH70,Fbxl4
39449,NM_172988,269514,V9GXH8,Fbxl4
39450,NM_172988,269514,V9GWT8,Fbxl4
39451,NM_172988,269514,V9GWU9,Fbxl4
39452,NM_172989,14745,P61793,Lpar1
39453,NM_172989,14745,Q544V2,Lpar1
39454,NM_172990,269614,Q80YV4,Pank4
39455,NM_172991,269623,H9H9R8,Rbm48
39456,NM_172992,68770,A0A0R4J1Q1,Phtf2
39457,NM_172993,269639,Q69Z99,Zfp512
39458,NM_172994,269643,Q8BG02,Ppp2r2c
39459,NM_172997,15932,Q8BLF6,Idua
39460,NM_172997,15932,Q8BMG0,Idua
39461,NM_172998,269695,Q3UF64,Rnft2
39462,NM_173001,104263,Q6PCM1,Kdm3a
39463,NM_173002,80292,Q8C8V1,Zxdc
39464,NM_173004,269784,Q69Z26,Cntn4
39465,NM_173006,269823,Q62087,Pon3
39466,NM_173007,269831,Q8BKT6,Tspan12
39467,NM_173008,269855,Q8BV57,Ssc5d
39468,NM_173010,22215,O08759,Ube3a
39469,NM_173011,269951,P54071,Idh2
39470,NM_173011,269951,A0A0U1RPR1,Idh2
39471,NM_173012,270035,Q7TNU7,Letm2
39472,NM_173012,270035,Q8CC29,Letm2
39473,NM_173013,270058,Q8C052,Map1s
39474,NM_173014,270084,Q8BYI6,Lpcat2
39475,NM_173015,270096,Q8BMQ8,Mon1b
39476,NM_173016,270097,Q80TB8,Vat1l
39477,NM_173018,270163,Q8C170,Myo9a
39478,NM_173019,270198,Q6DTY7,Pfkfb4
39479,NM_173021,18679,P18826,Phka1
39480,NM_173022,270802,,BC048403
39481,NM_173023,271036,A2RTF1,Catsperb
39482,NM_173024,271047,Q05A44,Serpina3b
39483,NM_173024,271047,Q8BYY9,Serpina3b
39484,NM_173026,271377,G5E8B9,Zbtb11
39485,NM_173027,271424,Q8BWD2,Ip6k3
39486,NM_173028,271564,Q5H8C4,Vps13a
39487,NM_173029,271639,Q8C0T9,Adcy10
39488,NM_173030,271786,Q8CF93,Galnt13
39489,NM_173030,271786,A2RRI8,Galnt13
39490,NM_173031,271887,,Rbbp8nl
39491,NM_173033,272027,Q3U269,Tstd2
39492,NM_173034,272347,Q8BV16,Zfp398
39493,NM_173036,54672,Q8R0T6,Adgrg3
39494,NM_173037,272538,Q8C3S2,Tango6
39495,NM_173038,272589,Q8C5W3,Tbcel
39496,NM_173047,109857,Q8K354,Cbr3
39497,NM_173048,260302,Q8BMI3,Gga3
39498,NM_173051,380839,Q5SV42,Serpinb1c
39499,NM_173052,282663,Q8VHP7,Serpinb1b
39500,NM_173053,16886,O54785,Limk2
39501,NM_173066,75560,Q641K9,Ep400
39502,NM_173067,54525,Q9R0N7,Syt7
39503,NM_173068,54525,Q9R0N7,Syt7
39504,NM_173069,224318,,Speer2
39505,NM_173070,229562,Q8CGN8,Sprr4
39506,NM_173071,230775,Q8CGM1,Adgrb2
39507,NM_173169,20873,Q64702,Plk4
39508,NM_173180,66865,A2AIW9,Pmpca
39509,NM_173180,66865,Q9DC61,Pmpca
39510,NM_173181,67306,Q8BJH1,Zc2hc1a
39511,NM_173182,72007,,Fndc3b
39512,NM_173184,212108,Q8CHK2,Rln3
39513,NM_173185,214897,Q8BTH8,Csnk1g1
39514,NM_173185,214897,Q6P2B2,Csnk1g1
39515,NM_173186,18209,Q52KG2,Tbc1d24
39516,NM_173186,18209,Q9R1A3,Tbc1d24
39517,NM_173186,18209,Q8BRB6,Tbc1d24
39518,NM_173186,18209,Q3UUG6,Tbc1d24
39519,NM_173186,224617,Q52KG2,Tbc1d24
39520,NM_173186,224617,Q9R1A3,Tbc1d24
39521,NM_173186,224617,Q8BRB6,Tbc1d24
39522,NM_173186,224617,Q3UUG6,Tbc1d24
39523,NM_173187,227446,E9QM90,2310035C23Rik
39524,NM_173189,244329,G3UWE9,Mcph1
39525,NM_173189,244329,Q7TT79,Mcph1
39526,NM_173212,108043,Q8BMN3,Chrnb3
39527,NM_173212,108043,Q3UZS0,Chrnb3
39528,NM_173347,229589,Q8BIW1,Prune1
39529,NM_173350,100273,E9PXZ2,Osbpl9
39530,NM_173350,100273,A2A8Z1,Osbpl9
39531,NM_173350,100273,Q5FWX7,Osbpl9
39532,NM_173363,217869,Q3TQR3,Eif5
39533,NM_173363,217869,P59325,Eif5
39534,NM_173363,217869,Q8BVV6,Eif5
39535,NM_173364,235682,Q8R2V3,Zfp445
39536,NM_173365,239530,Q8BYC4,Gpr20
39537,NM_173367,69361,Q80ZR9,Cypt3
39538,NM_173367,69361,B1AY64,Cypt3
39539,NM_173368,71389,A3KFM7,Chd6
39540,NM_173369,74256,Q80TQ2,Cyld
39541,NM_173370,74596,P98191,Cds1
39542,NM_173371,100198,Q8CFX1,H6pd
39543,NM_173372,108072,Q5NCH9,Grm6
39544,NM_173374,110809,Q6PDM2,Srsf1
39545,NM_173375,208164,Q8BR21,Fam180a
39546,NM_173376,209003,Q8R0F5,Rbmx2
39547,NM_173377,329557,Q8BZH8,Svs3b
39548,NM_173378,209456,,Trp53bp2
39549,NM_173379,210530,Q8CG71,P3h2
39550,NM_173381,211378,Q8BGU1,6720489N17Rik
39551,NM_173382,212127,Q5PRE5,Proser1
39552,NM_173383,213236,Q6VY05,Dnd1
39553,NM_173384,214105,Q8CGW4,Sox30
39554,NM_173385,214425,,Cilp
39555,NM_173386,214763,Q8C6L5,Mb21d1
39556,NM_173386,214763,D3Z5R0,Mb21d1
39557,NM_173387,214779,Q147Z4,Zfp879
39558,NM_173387,214779,Q8BI99,Zfp879
39559,NM_173388,215113,Q8CGA3,Slc43a2
39560,NM_173390,215819,Q8CAF4,Nhsl1
39561,NM_173391,216343,Q8CGV2,Tph2
39562,NM_173392,218441,Q80U44,Zfyve16
39563,NM_173393,219149,E9Q6C8,Xkr6
39564,NM_173394,225471,Q8BJQ4,Ticam2
39565,NM_173395,227358,Q6PGN1,Erfe
39566,NM_173396,228839,A2AVY9,Tgif2
39567,NM_173396,228839,Q3TZS1,Tgif2
39568,NM_173396,228839,Q8C0Y1,Tgif2
39569,NM_173397,228859,P59266,Fitm2
39570,NM_173398,229323,Q8BG55,Gpr171
39571,NM_173399,230119,Q7TQG0,Zbtb5
39572,NM_173400,230376,Q6NV99,Haus6
39573,NM_173401,230903,A2A7H6,Fbxo44
39574,NM_173401,230903,A2A7H5,Fbxo44
39575,NM_173401,230903,G3UYF5,Fbxo44
39576,NM_173402,71729,Q3TTW9,Rgs12
39577,NM_173402,71729,Q8CGE9,Rgs12
39578,NM_173403,231290,Q3UEZ8,Slc10a4
39579,NM_173403,231290,A2RTJ6,Slc10a4
39580,NM_173404,110075,Q8BHE5,Bmp3
39581,NM_173404,110075,Q149J9,Bmp3
39582,NM_173404,110075,A0A0G2JEU2,Bmp3
39583,NM_173404,110075,A0A0G2JE75,Bmp3
39584,NM_173405,231842,Q8BVF9,Amz1
39585,NM_173405,231842,A1L312,Amz1
39586,NM_173406,231986,Q80ZQ5,Jazf1
39587,NM_173408,233805,Q8K0V2,Dcun1d3
39588,NM_173409,233918,Q8CDT9,4933402N03Rik
39589,NM_173410,233919,Q8BZA7,Gpr26
39590,NM_173410,233919,Q0VBG4,Gpr26
39591,NM_173411,234290,Q8K0R8,BC030500
39592,NM_173412,235067,Q6P925,Cypt4
39593,NM_173413,235442,Q0PD49,Rab8b
39594,NM_173413,235442,P61028,Rab8b
39595,NM_173414,236285,Q8CD19,Lancl3
39596,NM_173415,236690,P83503,Nyx
39597,NM_173416,238037,Q6NV72,Wdcp
39598,NM_173417,238076,Q8BQZ8,Kcns3
39599,NM_173418,239038,Q6PFC5,Lrit2
39600,NM_173419,239133,A0A286YD99,Dleu7
39601,NM_173419,239133,Q8CHZ8,Dleu7
39602,NM_173420,239167,Q8BI41,Synb
39603,NM_173421,239368,Q8K0S2,Erich5
39604,NM_173422,239447,Q8CF98,Colec10
39605,NM_173423,240263,Q8CEF1,Fem1c
39606,NM_173423,240263,B2RRW5,Fem1c
39607,NM_173424,240869,Q8C3U9,Zbtb37
39608,NM_173425,241128,Q8BLQ0,Fam124b
39609,NM_173426,242297,Q8C739,Fam110b
39610,NM_173427,242721,A2APT9,Klhdc7a
39611,NM_173428,243369,Q8CG65,Sspo
39612,NM_173429,243372,Q8BI73,Zfp775
39613,NM_173430,243853,Q8CG64,Fkrp
39614,NM_173431,244585,Q8CG73,Rpgrip1l
39615,NM_173432,244631,Q91YA2,Pskh1
39616,NM_173433,244694,Q3U2K5,Kdm4d
39617,NM_173434,245240,Q8CB10,9930111J21Rik2
39618,NM_173435,245492,A2RRY9,4930595M18Rik
39619,NM_173436,245566,Q6P924,Cypt2
39620,NM_173437,215690,Q8CH77,Nav1
39621,NM_173439,268882,Q8K3B1,Fbxo45
39622,NM_173440,268903,Q8CBD1,Nrip1
39623,NM_173441,73473,Q8C1D8,Iws1
39624,NM_173442,14537,Q09324,Gcnt1
39625,NM_173443,70675,,Vcpip1
39626,NM_173444,269198,,Nbeal1
39627,NM_173445,269955,Q8BTU7,Rccd1
39628,NM_173446,270028,Q8CCS2,Fam155a
39629,NM_173447,270190,Q8CBF3,Ephb1
39630,NM_173447,270190,Q8CA63,Ephb1
39631,NM_173449,110332,Q8BVT6,Pp2d1
39632,NM_173450,271842,Q149F1,Rpusd2
39633,NM_173451,271970,Q8BM89,Arsj
39634,NM_173451,271970,Q32KI8,Arsj
39635,NM_173453,216821,Q8BK08,Tmem11
39636,NM_173719,80509,Q9DAY7,Med8
39637,NM_173719,80509,Q9D7W5,Med8
39638,NM_173719,80509,Q9CY05,Med8
39639,NM_173731,208982,Q8JZS7,Hmgcll1
39640,NM_173732,210035,Q6ZQE4,Nemp1
39641,NM_173732,210035,Q8K2N3,Nemp1
39642,NM_173733,211389,Q8R086,Suox
39643,NM_173734,211499,,Tmem87a
39644,NM_173735,217732,Q8R0W1,Cipc
39645,NM_173737,232210,Q8R1M0,Hmces
39646,NM_173738,233057,Q8R2Q3,Zfp940
39647,NM_173738,233057,Q3UVK2,Zfp940
39648,NM_173739,233733,Q8K1B9,Galnt18
39649,NM_173739,233733,Q59J91,Galnt18
39650,NM_173740,17161,Q64133,Maoa
39651,NM_173741,268933,Q8CFJ9,Wdr24
39652,NM_173742,52898,H3BJV0,Rnasek
39653,NM_173742,52898,Q8K3C0,Rnasek
39654,NM_173743,71898,Q8C7I4,Apol9b
39655,NM_173744,72148,A0A1B0GRY6,Tdrp
39656,NM_173744,72148,Q8C5P7,Tdrp
39657,NM_173745,75219,Q8VE01,Dusp18
39658,NM_173746,208820,B2B9E1,Triqk
39659,NM_173747,209416,Q56A08,Gpkow
39660,NM_173748,209586,Q8R1N4,Nudcd3
39661,NM_173748,209586,B0FTY3,Nudcd3
39662,NM_173749,210622,Q8BU25,Pamr1
39663,NM_173750,212772,Q8BIX3,Arl14ep
39664,NM_173751,216136,Q8BU33,Ilvbl
39665,NM_173752,216551,Q8VED9,Lgalsl
39666,NM_173753,216742,Q68FD7,Fnip1
39667,NM_173754,216835,Q8BUM9,Usp43
39668,NM_173755,217342,Q6ZPJ3,Ube2o
39669,NM_173756,217708,B2RQ11,Lin52
39670,NM_173756,217708,Q8CD94,Lin52
39671,NM_173757,218506,Q8BK72,Mrps27
39672,NM_173758,219189,Q8CC88,Vwa8
39673,NM_173759,225583,A0A0R4J0Q0,A730017C20Rik
39674,NM_173760,227399,Q6ZQB6,Ppip5k2
39675,NM_173761,228994,A2AWN8,Ythdf1
39676,NM_173761,228994,P59326,Ythdf1
39677,NM_173762,229841,,Cenpe
39678,NM_173763,229905,Q71RI9,Kyat3
39679,NM_173764,231225,Q4VBD2,Tapt1
39680,NM_173765,231326,Q80WC9,Aasdh
39681,NM_173767,233752,G3UW77,Insc
39682,NM_173769,239652,Q8BZ34,Zfp641
39683,NM_173770,240479,,Fam69c
39684,NM_173771,240755,G3XA12,4933406M09Rik
39685,NM_173772,241159,Q8BZL1,Neu4
39686,NM_173772,241159,C5NTX9,Neu4
39687,NM_173773,242737,Q8BHX9,Oog4
39688,NM_173773,242737,Q4G0C7,Oog4
39689,NM_173774,242773,Q8BIV7,Slc45a1
39690,NM_173775,243538,Q80VN0,Cfap100
39691,NM_173775,243538,A0A171EBL0,Cfap100
39692,NM_173776,270118,,Maml2
39693,NM_173777,244723,A0A1L1SQX6,Olfm2
39694,NM_173777,244723,A0A1L1SV46,Olfm2
39695,NM_173777,244723,Q8BM13,Olfm2
39696,NM_173778,244885,,Sh2d7
39697,NM_173779,245381,Q8BY98,Sowahd
39698,NM_173780,245671,Q8BLM0,Klf8
39699,NM_173781,270192,Q0PD53,Rab6b
39700,NM_173781,270192,P61294,Rab6b
39701,NM_173783,215641,Q8BQR7,Mageb18
39702,NM_173784,327900,Q6PGH0,Ubtd2
39703,NM_173785,216792,Q8CAK1,Iba57
39704,NM_173786,223672,Q8VDU3,Apol9a
39705,NM_173788,230103,Q6VVW5,Npr2
39706,NM_173789,234219,Q7TS99,Helt
39707,NM_173789,234219,Q8BRJ9,Helt
39708,NM_173861,224291,Q8CH19,Csnka2ip
39709,NM_173862,239463,Q8K2P2,Fam83a
39710,NM_173863,70461,Q91X84,Crtc3
39711,NM_173864,317677,Q8CFG8,C1s2
39712,NM_173864,317677,A0A1W2P7F1,C1s2
39713,NM_173865,98396,Q8BJA2,Slc41a1
39714,NM_173866,108682,Q8BGT5,Gpt2
39715,NM_173867,108911,Q8BK67,Rcc2
39716,NM_173868,240690,Q148A0,St18
39717,NM_173868,240690,Q80TY4,St18
39718,NM_173869,268885,Q8BWM3,Stfa2l1
39719,NM_173870,269181,Q812G0,Mgat4a
39720,NM_173873,12725,P51791,Clcn3
39721,NM_173873,12725,Q790S0,Clcn3
39722,NM_173873,12725,Q3TF45,Clcn3
39723,NM_173873,12725,Q8K4W8,Clcn3
39724,NM_173874,12725,P51791,Clcn3
39725,NM_173874,12725,Q790S0,Clcn3
39726,NM_173874,12725,Q3TF45,Clcn3
39727,NM_173874,12725,Q8K4W8,Clcn3
39728,NM_173876,12725,P51791,Clcn3
39729,NM_173876,12725,Q790S0,Clcn3
39730,NM_173876,12725,Q3TF45,Clcn3
39731,NM_173876,12725,Q8K4W8,Clcn3
39732,NM_174846,235582,,Glyctk
39733,NM_174847,207781,E9Q3C1,C2cd2
39734,NM_174848,224273,,Crybg3
39735,NM_174849,231093,Q09M02,Agbl5
39736,NM_174850,231830,Q3TN34,Micall2
39737,NM_174851,242700,Q8CGK5,Ifnlr1
39738,NM_174851,242700,Q3URN4,Ifnlr1
39739,NM_174852,268448,Q3U2C9,Phf12
39740,NM_174852,268448,Q5SPL2,Phf12
39741,NM_174853,244667,Q811T9,Disc1
39742,NM_174854,244667,Q811T9,Disc1
39743,NM_174857,71738,,Mamdc2
39744,NM_174865,317652,Q8CGR4,Klk15
39745,NM_174866,317653,A0A0B6VSR0,Klk14
39746,NM_174866,317653,Q8CGR5,Klk14
39747,NM_174868,215708,B2RRB9,Miga1
39748,NM_174868,215708,Q4QQM5,Miga1
39749,NM_174870,231583,Q3UPH6,Slc26a1
39750,NM_174870,231583,G5E8U1,Slc26a1
39751,NM_174870,231583,P58735,Slc26a1
39752,NM_174874,66615,,Atg4b
39753,NM_174875,666468,Q8C9S8,Atg4a
39754,NM_174875,666468,Q5EBK1,Atg4a
39755,NM_174876,224224,Q80XH2,Impg2
39756,NM_174877,317755,Q80SU3,Zar1
39757,NM_174885,238406,B2RSY5,Adam6a
39758,NM_174960,317758,G3X987,Gimap9
39759,NM_174985,227289,Q80SS6,Gpbar1
39760,NM_174985,227289,Q14AA9,Gpbar1
39761,NM_174987,67892,Q8BGD8,Coa6
39762,NM_174988,104010,Q9WTP5,Cdh22
39763,NM_174988,104010,I6L9J1,Cdh22
39764,NM_174989,106759,Q80UF7,Ticam1
39765,NM_174990,107526,Q99JY3,Gimap4
39766,NM_174990,107526,D3Z7Q4,Gimap4
39767,NM_174991,107831,Q3UHD1,Adgrb1
39768,NM_174992,207818,Q99KC7,Smagp
39769,NM_174993,207854,B7ZNB2,Fmr1nb
39770,NM_174993,207854,B7ZW84,Fmr1nb
39771,NM_174995,211666,A2RST1,Mgst2
39772,NM_174995,211666,E0CZ62,Mgst2
39773,NM_174997,214469,Q80XQ8,Fam168b
39774,NM_174997,214469,G3UWF0,Fam168b
39775,NM_174998,170638,B2RRY8,Hpcal4
39776,NM_174998,170638,Q8BGZ1,Hpcal4
39777,NM_175000,216635,Q8BYM1,Hbq1a
39778,NM_175001,216767,Q8BU88,Mrpl22
39779,NM_175002,216829,Q8R3L0,Mmgt2
39780,NM_175002,216829,G3UWB0,Mmgt2
39781,NM_175003,216831,Q5SSM3,Arhgap44
39782,NM_175004,217057,Q8R2Y8,Ptrh2
39783,NM_175006,218030,Q8BY13,Pou6f2
39784,NM_175007,218038,Q7TQF7,Amph
39785,NM_175008,218921,Q3V0P0,4930474N05Rik
39786,NM_175008,218921,Q8BVR5,4930474N05Rik
39787,NM_175009,223527,Q9JIX0,Eny2
39788,NM_175011,224247,Q8BU47,E330017A01Rik
39789,NM_175012,225642,Q8R1I2,Grp
39790,NM_175013,226041,Q8BZF8,Pgm5
39791,NM_175015,228033,P56384,Atp5g3
39792,NM_175015,228033,Q14BC2,Atp5g3
39793,NM_175016,231642,Q6P6J4,Alkbh2
39794,NM_175020,232717,Q8BW11,Prss58
39795,NM_175021,233033,G5E8A7,Samd4b
39796,NM_175022,233210,E9PYL2,Prr12
39797,NM_175023,19647,A0A0R4J165,Rbbp6
39798,NM_175023,19647,P97868,Rbbp6
39799,NM_175024,234700,Q8C4W3,Nrn1l
39800,NM_175025,235574,Q80XR2,Atp2c1
39801,NM_175025,235574,Q8BMS7,Atp2c1
39802,NM_175025,235574,Q3UZR5,Atp2c1
39803,NM_175026,236312,Q8BV49,Ifi209
39804,NM_175027,237211,Q3TEX6,Fancb
39805,NM_175028,240442,Q8CHC8,Adnp2
39806,NM_175029,242557,Q811C2,Atg4c
39807,NM_175030,242646,Q8CDY7,Tctex1d4
39808,NM_175031,269209,Q9D9B2,Stk36
39809,NM_175031,269209,Q69ZM6,Stk36
39810,NM_175032,270049,E5D8G1,Galntl6
39811,NM_175033,280621,Q5FWB9,Selenov
39812,NM_175034,317750,A2ATP8,Slc24a5
39813,NM_175034,317750,Q8C261,Slc24a5
39814,NM_175035,317757,Q8BWF2,Gimap5
39815,NM_175036,230514,O89013,Leprot
39816,NM_175044,71458,Q8CGN4,Bcor
39817,NM_175045,71458,Q8CGN4,Bcor
39818,NM_175046,71458,Q8CGN4,Bcor
39819,NM_175048,107526,Q99JY3,Gimap4
39820,NM_175048,107526,D3Z7Q4,Gimap4
39821,NM_175074,94353,Q9DCB1,Hmgn3
39822,NM_175086,11608,P29755,Agtr1b
39823,NM_175087,11831,Q8C4A0,Aqp6
39824,NM_175087,11831,Q14BV5,Aqp6
39825,NM_175088,16543,Q8BX65,Mdfic
39826,NM_175089,18004,B2RXQ4,Nek1
39827,NM_175089,18004,B7ZWK0,Nek1
39828,NM_175089,18004,B2RXX0,Nek1
39829,NM_175089,18004,P51954,Nek1
39830,NM_175090,20529,Q8K211,Slc31a1
39831,NM_175091,21951,Q6PFX9,Tnks
39832,NM_175092,23912,Q4VA10,Rhof
39833,NM_175092,23912,Q8BYP3,Rhof
39834,NM_175093,228775,Q8K4K2,Trib3
39835,NM_175094,27402,Q8BKZ9,Pdhx
39836,NM_175095,52245,Q8BXC6,Commd2
39837,NM_175095,52245,G3X955,Commd2
39838,NM_175095,52245,Q497T6,Commd2
39839,NM_175096,52331,A0A0J9YUR6,Stbd1
39840,NM_175096,52331,Q8C7E7,Stbd1
39841,NM_175098,57895,Q8BIS8,Ccdc126
39842,NM_175099,58887,A0A0R3P9D3,Repin1
39843,NM_175099,58887,Q5U4E2,Repin1
39844,NM_175099,58887,D3YY67,Repin1
39845,NM_175101,66087,Q99KI3,Emc3
39846,NM_175102,66125,Q923D4,Sf3b5
39847,NM_175103,66162,Q8BGS2,Bola2
39848,NM_175104,66306,Q8BXQ8,Fam53c
39849,NM_175105,66333,Q8BHH1,Aqp11
39850,NM_175106,66343,Q8BPE4,Tmem177
39851,NM_175107,66367,G5E8E3,2310022A10Rik
39852,NM_175109,66538,Q8C6B9,Rps19bp1
39853,NM_175111,66667,Q8BK58,Hspbap1
39854,NM_175112,66679,Q8C570,Rae1
39855,NM_175113,66926,Q8CE96,Trmt6
39856,NM_175114,67095,Q80VE1,Trak1
39857,NM_175114,67095,Q6PD31,Trak1
39858,NM_175115,67143,Q8BU00,Ikzf5
39859,NM_175116,67168,Q8BMC0,Lpar6
39860,NM_175118,67446,Q8BTR5,Dusp28
39861,NM_175121,67760,Q8CFE6,Slc38a2
39862,NM_175122,67790,Q0PD14,Rab39b
39863,NM_175122,67790,Q8BHC1,Rab39b
39864,NM_175123,228356,,1110051M20Rik
39865,NM_175124,67867,Q3TX51,Lrrc28
39866,NM_175124,67867,A0A087WQI4,Lrrc28
39867,NM_175124,67867,Q9D7Y1,Lrrc28
39868,NM_175124,67867,Q8C1S3,Lrrc28
39869,NM_175126,67917,Q8BPK2,Zcchc3
39870,NM_175127,67948,Q8BIG4,Fbxo28
39871,NM_175128,68281,,4930430F08Rik
39872,NM_175130,68667,Q7TN37,Trpm4
39873,NM_175132,68760,B2RQK7,Synpo2l
39874,NM_175132,68760,Q8BWB1,Synpo2l
39875,NM_175133,68778,Q8BZI6,Gucd1
39876,NM_175133,68778,A0A1W2P6Y2,Gucd1
39877,NM_175133,68778,A0A0R4J1X3,Gucd1
39878,NM_175133,68778,Q05CJ4,Gucd1
39879,NM_175134,68839,Q8BTZ5,Ankrd46
39880,NM_175135,108067,B1AUN2,Eif2b3
39881,NM_175135,108067,Q3UKV0,Eif2b3
39882,NM_175136,68867,Q8BP31,Rnf122
39883,NM_175137,68915,Q3U2A8,Vars2
39884,NM_175138,68922,Q8C0M8,Dnaic1
39885,NM_175138,68922,A2ANP4,Dnaic1
39886,NM_175138,68922,Q8BMY8,Dnaic1
39887,NM_175140,68947,Q8BQ86,Chst8
39888,NM_175141,69155,A2BDN9,1810030O07Rik
39889,NM_175142,232969,Q8C1M2,Zfp428
39890,NM_175143,69232,Q8BUN3,Qrich1
39891,NM_175143,69232,G3X8R5,Qrich1
39892,NM_175145,69470,Q8BGP5,Tmem127
39893,NM_175146,69499,Z4YL87,Tsr2
39894,NM_175146,69499,G3UWF3,Tsr2
39895,NM_175148,69542,Q8BM15,2300002M23Rik
39896,NM_175149,69551,,2310022B05Rik
39897,NM_175150,69672,Q6P6J9,Txndc15
39898,NM_175151,69694,Q6P8M1,Tatdn1
39899,NM_175152,69876,Q52KE1,Thap3
39900,NM_175152,69876,Q8BJ25,Thap3
39901,NM_175153,69882,Q8R3P6,Ints14
39902,NM_175154,69976,Q68FH4,Galk2
39903,NM_175154,69976,Q8BUU7,Galk2
39904,NM_175154,69976,Q3U3H5,Galk2
39905,NM_175155,70097,,Sash1
39906,NM_175158,70683,,Utp20
39907,NM_175160,70796,Q8R0N9,Zdhhc1
39908,NM_175162,71069,Q499E5,Stox2
39909,NM_175163,71131,Q8BKK5,Zfp689
39910,NM_175164,71302,Q3U860,Arhgap26
39911,NM_175164,71302,Q6ZQ82,Arhgap26
39912,NM_175164,545253,Q3U860,Arhgap26
39913,NM_175164,545253,Q6ZQ82,Arhgap26
39914,NM_175165,71338,Q8CB49,Tprg
39915,NM_175166,71395,,5430419D17Rik
39916,NM_175167,71425,Q80XI7,Bpifb9a
39917,NM_175168,71461,Q8BKG3,Ptk7
39918,NM_175170,71592,A0A0R4J1T0,Pogk
39919,NM_175171,328329,Q811L6,Mast4
39920,NM_175171,328329,Q8BGU6,Mast4
39921,NM_175172,71653,Q8K2Q9,Shtn1
39922,NM_175173,71682,Q8C5V5,Wdr27
39923,NM_175174,71778,Q6PFE1,Klhl5
39924,NM_175175,71801,Q91WB4,Plekhf2
39925,NM_175176,209601,Q8BVT3,Erich3
39926,NM_175177,71911,Q80XN0,Bdh1
39927,NM_175178,72168,Q3TY86,Aifm3
39928,NM_175179,72345,Q7TS75,Amer1
39929,NM_175180,72404,Q6NVE8,Wdr44
39930,NM_175181,72446,A2AVJ5,Prr5l
39931,NM_175183,72522,Q8C8K6,Atxn7l2
39932,NM_175184,72543,Q6KAU4,Mvb12b
39933,NM_175185,72552,Q8BTX9,Hsdl1
39934,NM_175187,72745,Q8C2L6,Tmem161b
39935,NM_175188,72925,Q6NZQ8,March1
39936,NM_175189,72927,Q640R3,Hepacam
39937,NM_175189,72927,B2RSY3,Hepacam
39938,NM_175190,72931,E3WH32,Swi5
39939,NM_175190,72931,Q8K3D3,Swi5
39940,NM_175191,73010,Q8BZL4,Gpr22
39941,NM_175191,73010,G3X9C3,Gpr22
39942,NM_175193,73124,Q8BXA1,Golim4
39943,NM_175194,73132,Q8C0K5,Slc25a16
39944,NM_175195,73218,Q3TD49,Sppl2b
39945,NM_175198,73422,Q8BII1,Prox2
39946,NM_175199,73442,Q8K0U4,Hspa12a
39947,NM_175200,73463,,C2cd6
39948,NM_175201,73469,Q3UH35,Rnf38
39949,NM_175204,73902,Q8BG41,Psmb11
39950,NM_175206,74165,Q8C7B6,Fbxl22
39951,NM_175207,74251,Q8BH83,Ankrd9
39952,NM_175210,74591,,Abca12
39953,NM_175211,241308,A2AR50,Ralgps1
39954,NM_175212,74868,Q4VAE3,Tmem65
39955,NM_175213,75033,Q8BRM6,Mei4
39956,NM_175214,75050,Q7M6Z4,Kif27
39957,NM_175215,75099,Q8CC84,Lysmd4
39958,NM_175215,75099,A0A140LIK8,Lysmd4
39959,NM_175215,75099,A0A140LI06,Lysmd4
39960,NM_175217,75104,Q8R189,Mmd2
39961,NM_175217,75104,Q3V1Z9,Mmd2
39962,NM_175219,620078,Q3KNJ6,C130026I21Rik
39963,NM_175219,620078,Q8C898,C130026I21Rik
39964,NM_175223,75563,Q0IIN3,Dnali1
39965,NM_175223,75563,Q8BVN8,Dnali1
39966,NM_175224,75624,Q4VAA9,Metap1
