"KO1_MG_C" "KO1_MG_B" "KO1_MG_A" "KO2_MG_C" "KO2_MG_B" "KO2_MG_A" "PBS_MG_B" "PBS_MG_A" "WT_MG_C" "WT_MG_A" "WT_MG_B"
"11501" 14.9012323865927 15.0793401878931 15.1994983214636 15.0031160515457 14.8499993470057 15.2390850176061 13.8789934463815 15.3128838542666 15.0351166348484 15.3249204982388 15.1277537444079
"11502" 11.6125628107801 11.9358673105231 12.0716267953322 12.1501476554042 11.9524003789836 11.7126731004072 12.1241850599168 11.5814401317564 12.043818977769 11.6444764764112 11.6298040431539
"11504" 13.4651392503928 14.2062464426805 13.4484042938589 14.040484612916 14.4513489475074 13.5833544649995 14.0879799636626 13.4435216576401 13.9851435070317 13.3505842823947 14.2429238167379
"11512" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11513" 10.7619820891111 10.8913141205466 10.7309441008556 10.8605175600329 10.5435144503684 11.1676159424851 10.8225249991313 10.5514877654859 10.5669252253339 10.3671024112051 10.9952806633054
"11514" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11515" 10.576349686204 10.4064083796997 10.6436955264103 10.4492406019697 10.4079050790036 10.5590820990507 10.6123526467547 10.7000165110445 9.88925894188358 10.4005277579584 10.4873499801207
"11516" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11517" 9.88925894188358 9.88925894188358 10.0989962544463 10.3765826261971 10.1548471790388 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 10.136907317913 10.1414566514918
"11518" 11.3410584417428 11.4496009738863 11.2426140116799 11.284921777232 10.9286679341851 11.3912794446968 11.0132690986413 11.5883661538545 11.217306234619 10.9792124921321 11.5750081076999
"11519" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 10.1837895331013 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11520" 17.3062034397469 17.2725794408836 17.2580104029918 17.1888494258194 17.4997879940005 17.546488479598 17.1258837247057 17.7628818542546 17.6550088988246 17.4211531907023 17.4636691086039
"11522" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11529" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11532" 12.0656850990618 11.8326052317431 11.935496043707 11.9073209754918 11.762709292546 11.7182107877797 11.8243458062662 12.0015836602628 11.9085766992382 12.1146317490321 11.804365034343
"11534" 10.9982789718008 10.7808877179313 10.6915780981613 11.0045166411772 10.9255927866562 10.6219411491789 10.8103594417815 10.8160755382425 10.956359302134 11.0373269361736 10.9361518658214
"11535" 10.4113920886115 10.4666189228341 10.534043329614 10.3802055076506 10.4213600096431 9.88925894188358 10.6098998175369 10.1908818908147 10.2862726143929 10.439645286654 9.88925894188358
"11536" 9.88925894188358 9.88925894188358 9.88925894188358 10.1539196621687 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 10.1982129943556 10.1364987165495 9.88925894188358
"11537" 10.2886553020523 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11538" 10.4339910722253 10.3901408902657 10.381299386041 10.4004241968276 10.2901770863576 10.3941783410478 10.3778400910917 10.4278733856532 10.4928314407504 10.5215881280806 10.5231735588982
"11539" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 10.4684353103301 9.88925894188358 10.5732836115192
"11540" 9.88925894188358 10.4937493608641 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 10.4632730056594 10.4578153631498
"11541" 10.4591639881863 10.8737192081536 10.9661558834724 10.5521962244975 10.7872998366096 10.9003308713781 10.5335953618641 10.8358218237528 10.6654146721305 11.0935822088937 10.817360886542
"11542" 10.5832942246527 10.5830784091457 10.7423193721846 10.5354473246942 10.5154503280082 10.4299235054302 10.478463146871 10.5388331466512 10.358291888458 10.4383599576565 10.3506712803725
"11544" 11.8164852986032 11.6945528105841 12.1845450997634 11.9880697402262 11.7055409198421 11.9077611441874 11.7088049072756 11.7440534280542 11.7674974107076 12.0302604010392 11.9068027197669
"11545" 11.4389416133677 11.6571716772822 11.8557854154626 11.5711390008335 11.523751482719 11.3144707076185 11.5862780684002 11.3497206165421 11.6988313331673 11.726411338262 11.3683571928985
"11546" 10.9471420691967 10.8763976227382 11.1870521535194 10.9992311550878 10.5511234660598 10.775338690246 10.5951179676495 11.0583664459496 10.8658852177699 10.802179122263 10.8424268557435
"11548" 10.1139349531475 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11549" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 10.385982645421 9.88925894188358
"11550" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11551" 10.659580161195 10.7084628068641 9.88925894188358 10.7989196339226 10.758130734119 9.88925894188358 11.0328571529285 10.6029023138822 10.6820777661994 10.6950190598649 10.8420240207477
"11552" 10.305675891426 10.1504483510005 10.2666425163457 10.2469220226826 9.88925894188358 10.2845851189021 10.1323758604073 9.88925894188358 10.1984399747797 10.2472280591423 10.2509839754391
"11553" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 10.4003259122367 9.88925894188358 9.88925894188358
"11554" 10.5923333853432 9.88925894188358 9.88925894188358 10.2025780129725 10.5523636670635 10.2553685268198 10.3928914760196 9.88925894188358 10.3763282083784 10.4044074352648 10.5121063622584
"11555" 10.8672633569363 11.397849200676 11.2793338007747 10.7679991284942 10.9596085721949 10.8004220222539 11.1183140119775 10.9539707659276 10.7997693619103 10.8796266929844 11.1193742957995
"11556" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11564" 11.9312048811295 11.7611842133021 11.7621671775042 11.6964280051057 11.8100146345641 11.5428732618451 11.5134787717831 11.8389451487013 11.7367319409734 11.7159434288692 11.8098132654848
"11565" 9.88925894188358 10.8806714388421 10.8115043394854 11.0894746887925 10.8881971192302 10.1470208068632 10.8893814147444 10.9395908264714 10.4041676772003 10.7698539834329 10.5216442706385
"11566" 11.2925357621689 11.5798565346341 11.195573912055 11.5004249349034 11.4610706284578 11.2937229863459 11.2323335098447 11.3476155888876 11.7745027585647 11.574690172507 11.4001055032017
"11567" 10.5803905466204 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 10.5119116015182 9.88925894188358 9.88925894188358
"11568" 10.499683987602 9.88925894188358 9.88925894188358 9.88925894188358 10.5772768139099 9.88925894188358 10.3514207163408 9.88925894188358 10.330543836701 9.88925894188358 10.3453418960634
"11569" 10.9733710676324 11.4940690016183 11.4951029546056 11.2760105228026 11.2348682686327 11.3726124648106 11.008279564802 10.8861529947833 11.4382032544107 11.4369144133863 11.1351952177111
"11571" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11572" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11576" 11.3719291924963 11.4307064379703 11.0731358429835 11.3201724153072 11.2563244583996 11.2304101926017 11.4879999067207 11.0952981238332 11.1864834801274 11.3395003879613 11.3087754500931
"11593" 11.9056134752544 11.3492583513034 11.5985492607978 11.7024150242874 11.7130182538294 11.5113899492081 11.2773540489373 11.7258072362371 11.7803305437883 11.6235453693745 11.2154705414653
"11595" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11596" 9.88925894188358 9.88925894188358 9.88925894188358 10.324204576696 9.88925894188358 10.3760036122791 9.88925894188358 9.88925894188358 9.88925894188358 10.3609997984535 9.88925894188358
"11600" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11601" 10.2148325381808 10.5919533646647 10.6292638817081 10.5847346922043 10.7395795655947 10.4794268500527 10.4828366594846 10.1402813093958 10.7627990530239 10.6040092670143 10.3421717730906
"11602" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 10.4809259956031 9.88925894188358 9.88925894188358 9.88925894188358
"11603" 9.88925894188358 10.8178956175027 10.8499914481576 10.6632646532306 10.6760637670728 10.2231711703967 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 10.4873195472424
"11604" 9.88925894188358 10.2690186865393 9.88925894188358 10.2832746097355 9.88925894188358 10.4862900869114 9.88925894188358 9.88925894188358 10.4463713256605 9.88925894188358 9.88925894188358
"11605" 13.5815461586133 13.4608038260098 13.2915928111837 13.461181716677 13.7063555612549 13.5646285044958 13.8669631581395 13.0835442357635 13.396204572793 13.584179303961 13.463182861824
"11606" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 10.4272114129481 10.3438910015967 10.5500088162777 9.88925894188358 9.88925894188358 10.4888169439056 9.88925894188358
"11607" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11608" 10.1671812891697 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11609" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11610" 10.9701084545221 11.2154089196495 10.9199797570239 11.0204416169026 11.048719211443 10.91655430303 10.903332245747 10.8928255955557 11.0392430431059 10.8777185583114 10.8885885708829
"11611" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11614" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11615" 10.902657289567 11.2280993694773 11.4672839314915 10.8081645676989 10.8555562329328 10.6712411507447 11.1723535658359 10.5770907500776 10.7674503283086 11.1422725016137 10.7468521687943
"11622" 10.5415671802338 11.019551667346 10.2550795438965 10.3634803375716 10.5731802866672 10.863739484168 10.6949478505821 10.7643507943929 10.5050777225644 10.464464239367 11.3820563575423
"11624" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11625" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11628" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 10.5741794356633 9.88925894188358 9.88925894188358 9.88925894188358
"11629" 10.4499872046826 10.5550922260923 10.7976702829326 10.5896797359792 10.5354790569888 10.912436916569 10.4811347567301 10.4769317051308 10.4996181938981 10.8214672928917 10.640835920525
"11630" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11632" 10.7202994636167 10.7097703831056 11.0435035321365 10.6462567250987 10.8037451155866 10.6705059343659 10.4608905677255 10.7302221951309 10.5869978268764 10.7004395612674 10.7381357296857
"11634" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11636" 11.193422411702 11.4197093431497 11.5274284225588 11.2993378893687 11.4663613176601 11.6731101070215 11.8003931115405 11.4132942712663 11.2158025501565 11.1951399027208 11.0782370924046
"11637" 11.9941973060591 11.5132818482431 12.1256422625902 11.9941024933635 11.5845645050795 11.6634894404561 11.9229838502518 11.957186709068 11.8050794897537 12.0531478498057 11.9633291977349
"11639" 9.88925894188358 9.88925894188358 10.4214672313988 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11640" 10.9111766681469 10.8962727754745 9.88925894188358 10.7516023231845 10.9639418980633 10.4925849737121 10.8889045568371 10.9930438346747 10.7882878825403 10.726607502442 10.9045942239422
"11641" 10.1677508008811 9.88925894188358 10.1832939716918 10.7279364106882 10.7713234018725 10.3596842590584 10.5230945408107 10.4218363706876 10.1988914687969 9.88925894188358 10.4248009902365
"11642" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 10.2437494893738 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
"11643" 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358 9.88925894188358
