"KO1_EC_C" "KO1_EC_B" "KO1_EC_A" "KO2_EC_C" "KO2_EC_B" "PBS_EC_A" "PBS_EC_B" "PBS_EC_C" "WT_EC_A" "WT_EC_B"
"11491" 13.9406185180819 14.3555305989063 13.8315334330154 14.018983096517 13.9151467218113 14.2583406882263 14.1510852560966 14.1227105087703 13.9428277476384 14.3304514146905
"11492" 13.3024305817779 13.4805201747236 13.6886745322686 13.5870723131604 13.4453587361784 13.3195863925729 13.4065599856772 13.3472308377773 13.6988870033889 13.2814286544236
"11495" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11496" 13.3617910871779 13.4811097041734 13.3874308012726 13.3622731129284 13.3521611593949 13.4102644349023 13.4130569350668 13.3789791501915 13.4120878223256 13.378162339245
"11497" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11498" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.3107100868485 13.2814286544236 13.2814286544236 13.2814286544236
"11499" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11500" 13.2814286544236 13.2814286544236 13.3108153797477 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11501" 13.5600706570624 13.7877174556583 13.3173738035373 13.707246506418 13.5992124021616 13.2993263951351 13.4298179494903 13.3009291621004 13.314667095751 13.970275317218
"11502" 14.1875008200598 14.3383835690321 14.177991724632 14.1762646277526 14.1228604221171 14.0740714066767 14.0035001429843 14.0693580284978 13.8974116024694 14.1186143098596
"11504" 16.4601343266458 16.6204526450714 16.9057233317419 16.4868893697802 16.6750003092275 16.6287346313063 16.6956105089612 16.578825445821 16.8649673355461 16.6395495245462
"11512" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11513" 13.2814286544236 13.2814286544236 13.2814286544236 13.3427922158563 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11514" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11515" 13.3674369864249 13.4167270627069 13.2814286544236 13.4296282553974 13.3255977877488 13.5170891543528 13.4828146332896 13.3919932884371 13.2814286544236 13.2814286544236
"11516" 13.2814286544236 13.2814286544236 13.2814286544236 13.3051873352434 13.301036045566 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11517" 13.2954645154937 13.3027224712009 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2948350070768
"11518" 13.7836809934167 14.1168129847229 13.32785255342 14.1482600751675 14.2063775300039 13.9291270165087 14.0530507552977 14.1575933841063 14.0617129119274 13.884785276591
"11519" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.4257451029165 13.2814286544236 13.2814286544236
"11520" 16.0104770119226 15.5251713933943 15.4410002228399 15.5740668354008 15.6176736253785 16.1146973798761 15.7843198749517 16.0863216487579 15.7228432073946 15.6686972732238
"11522" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.3669324774414 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11529" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11532" 14.1804174665142 14.0810115037396 14.0791236070134 14.2809719171326 13.9147397572397 13.9621084944799 14.0224299087032 13.9798724876466 13.7489288458988 14.0506119514304
"11534" 13.4974769790268 13.7386298535128 13.952920237785 13.8185021412984 13.6811959021097 13.6777207790109 13.7699559796905 13.5981704320056 13.9383566784395 13.6104477106799
"11535" 14.4739693060997 14.1586038343857 14.2794386075244 14.1949538781699 14.2001343441615 14.4913344618089 14.395196019333 14.5070433559574 14.3599020521345 14.1389801220965
"11536" 13.4788358268246 13.4275936915449 13.2814286544236 13.5472376561129 13.2814286544236 13.4819888951434 13.4260645157155 13.4623668442011 13.3306615281561 13.5269549510291
"11537" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11538" 13.4298046208619 13.5004353341169 13.306631509467 13.5255806427982 13.527661981925 13.455394783794 13.4773545120678 13.4837751057474 13.4095844845943 13.4901786318209
"11539" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11540" 13.6348766003848 13.4203058775471 13.5454993665769 13.4016422307852 13.3711918185422 13.4822908841279 13.5175173514947 13.5452686917282 13.6846030789128 13.2814286544236
"11541" 13.2814286544236 13.4446460215909 13.2814286544236 13.2814286544236 13.5899308830096 13.2814286544236 13.4220466065712 13.3837788239172 13.2814286544236 13.3003452047314
"11542" 13.3012437175854 13.32024977652 13.3142080680629 13.3326781408203 13.3609993821663 13.3322013701396 13.3293385404885 13.3152499099806 13.2962808885323 13.3045995762645
"11544" 14.0601254666557 14.0284024989598 14.1378835004248 13.9630534335822 14.0845393356964 14.0161187375331 13.9564134288719 14.0157155018613 13.9081864588225 13.9355941237979
"11545" 13.8563901197583 13.8560835739345 13.8749216342268 13.9711573735772 13.7734363751022 13.7365659186842 13.7320510625629 13.8385674462649 13.7071934906199 14.1223288745578
"11546" 13.6420803374299 13.8028993497428 13.6372096432642 13.4046698566001 13.705757244931 13.7140130545667 13.7211307646309 13.6344723907984 13.5532715494944 13.6284137510065
"11548" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.3180621766442 13.2814286544236 13.2814286544236 13.3009144160349 13.2814286544236 13.2814286544236
"11549" 13.3016758572619 13.4767143848322 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11550" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11551" 13.2814286544236 13.298801130665 13.2814286544236 13.2814286544236 13.2952840056803 13.2814286544236 13.4269135088565 13.4157235715879 13.2814286544236 13.5199945540226
"11552" 13.2814286544236 13.2814286544236 13.3068452247574 13.3681094984363 13.3124033467603 13.3214034278304 13.3292702006352 13.3151812401772 13.2814286544236 13.3470252839821
"11553" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11554" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.4227115561674 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11555" 13.7266664953393 13.5979475709848 13.3021712251676 13.8150873526512 13.7181016663323 13.8410406869002 13.6776324988698 13.7267751273219 13.795984897278 13.6298682745695
"11556" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11564" 14.0449860385806 13.9505447443089 13.6491397980646 14.0327283218132 14.1356813424673 13.9510778617249 13.9961857646976 14.0222392915679 14.149369662297 13.8691345203052
"11565" 13.2814286544236 13.480493048782 13.2814286544236 13.4014401493915 13.5580681802307 13.3796143228901 13.2814286544236 13.4047381071161 13.2814286544236 13.2814286544236
"11566" 14.0233511758486 13.9600731286223 13.8979303712205 14.1299782521506 14.093170924396 14.0618971921458 14.0752739750491 14.0454515043006 13.6669605807317 14.2002641448875
"11567" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.3588920667776 13.2814286544236 13.2814286544236 13.2814286544236
"11568" 13.2814286544236 14.0399193919252 13.9149388095421 13.6371876792586 13.8267378540506 13.4537787337436 13.4288777878286 13.4472562860217 13.4597317000662 13.7880525454531
"11569" 13.869436448871 14.0119360254667 14.0901150266979 14.0479675483011 13.984788994368 13.9999334048261 13.9720183177409 13.9653239971186 14.0730827791202 14.1590669520224
"11571" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.3570256365025 13.2814286544236 13.2814286544236 13.2814286544236
"11572" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11576" 13.2814286544236 13.2814286544236 13.3562514821546 13.2814286544236 13.2814286544236 13.2814286544236 13.3376313971647 13.2814286544236 13.2814286544236 13.4211937066398
"11593" 13.5604673783555 13.7874916117521 13.6407640512185 13.2814286544236 13.5515556958403 13.4848401893878 13.4887592031412 13.4646127267642 13.2814286544236 13.5639719876126
"11595" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11596" 13.2814286544236 13.3224355969286 13.2814286544236 13.2814286544236 13.2814286544236 13.4029270227031 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11600" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11601" 17.3407942234466 16.6166242842379 16.3998440250904 16.9475083072983 16.5877088792989 17.1991591663591 16.7897040823053 17.0767821654969 16.5509716149396 16.533491366623
"11602" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.380847214951
"11603" 13.5386499057634 14.0213052175721 14.1091846408871 13.8345370409863 14.2980477723681 13.9893153189395 13.9182917156362 13.9823028489385 13.7169864579789 13.8719617553056
"11604" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.3716821350766 13.2814286544236 13.2814286544236
"11605" 13.3863363138239 13.3665190019717 13.638163172445 13.6594996792254 13.6021541024862 13.4603109179855 13.518113768159 13.5642518829016 13.402153721023 13.7067205557049
"11606" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2948368548245
"11607" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11608" 13.2814286544236 13.2814286544236 13.2814286544236 13.347102087472 13.2814286544236 13.2814286544236 13.2814286544236 13.3053189329067 13.2814286544236 13.2814286544236
"11609" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11610" 13.2814286544236 13.6563500732077 13.5032004750491 13.7356712023398 13.6373544134605 13.4489715525916 13.5629095278047 13.5084288422885 13.3260034539948 13.4532798524168
"11611" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11614" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11615" 13.2814286544236 13.7372516399645 13.5897965528155 13.6997463254236 13.7814244547113 13.7164215328563 13.6995152703401 13.64787605481 13.5812944459388 13.7043003300188
"11622" 13.6568660733796 13.6400529812857 13.7416821258924 13.3267971366453 13.9258786568701 13.4219520581276 13.6527554795723 13.4936291187527 13.4553803430693 13.7542707891413
"11624" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11625" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11628" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11629" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.3072130436121 13.294831397508
"11630" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11632" 13.552338682459 13.5852826458207 13.4120275452769 13.4227653168112 13.5535165234261 13.6721763597275 13.6788554812142 13.5986803457602 13.9194689900305 13.6781118470192
"11634" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.3598199834794 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11636" 13.2814286544236 13.4720247472815 13.2814286544236 13.2814286544236 13.5114886863488 13.2814286544236 13.451511139931 13.2814286544236 13.2814286544236 13.5369097602253
"11637" 13.8488470541818 13.9539462245032 14.0009484555352 14.0257668702305 14.0192885104378 13.8338923078567 13.8877698386033 13.9496178021789 14.1546430867011 13.7843834207545
"11639" 13.448873050524 13.2814286544236 13.5752218750752 13.2814286544236 13.2814286544236 13.4498373744695 13.2814286544236 13.2814286544236 13.5301127956596 13.2814286544236
"11640" 13.6252513902159 13.837145433473 13.9667958859604 13.2814286544236 13.364547183221 13.7079919346835 13.7009633528105 13.6517907819209 13.9060248891298 13.7074029355557
"11641" 15.5678803366126 15.2849561563447 15.2526603537648 15.5956268600343 15.630325397574 15.9099298397719 15.4141572969909 15.7864539164358 15.7608674607953 15.4941680322655
"11642" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11643" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11647" 13.2814286544236 13.4919550490785 13.5556363162797 13.4673211112369 13.7723305203283 13.2814286544236 13.4438202682314 13.4481206032493 13.2814286544236 13.5997036778626
"11648" 13.2814286544236 13.2814286544236 13.2814286544236 13.2951509465135 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11650" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11651" 14.2278072792772 14.1696525792223 14.1474939713906 14.5246869742346 14.0480938982054 13.839675040292 13.9789358980018 14.077571364105 14.1186688035804 14.2793088995566
"11652" 13.9559670753241 13.7929988456414 13.8924556029813 13.7494149355991 13.8838328292917 13.8365547001354 13.7538979177329 13.7507738561099 13.6205869944884 13.8106276721897
"11655" 14.4467980942722 14.4544962441001 14.7352037510177 14.6375519813504 14.3371011901829 14.4648417200447 14.5167193147197 14.4584844700815 14.4593359576395 14.4489363604846
"11656" 13.2814286544236 13.3959733308849 13.2814286544236 13.2814286544236 13.2814286544236 13.353300333424 13.2814286544236 13.3090797748768 13.2814286544236 13.2814286544236
"11657" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"11658" 13.7920590540404 13.8040475588419 13.5863744492268 14.0294072214274 14.0114470118381 13.8599699132974 13.8402877187634 13.8091489720109 14.0749752621093 13.8429760585515
"11666" 13.5280533405234 13.6228545937845 13.2961063003171 13.6170751092627 13.3668338267807 13.5786122586545 13.54103410078 13.4662536652983 13.5669429644446 13.5455698890401
"11668" 13.2814286544236 13.2814286544236 13.7662167529603 13.6105507585006 13.2814286544236 13.4212883978756 13.2814286544236 13.3053053630307 13.2814286544236 13.2814286544236
"11669" 14.4965811262917 14.6215875547222 14.3879826787424 14.7375043934787 14.3584834036168 14.4062563953262 14.5743092873056 14.5754943161083 14.3701505776437 14.4715115871259
"11670" 13.2814286544236 13.4252491590116 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
