"KO1_EC_C" "KO1_EC_B" "KO1_EC_A" "KO2_EC_C" "KO2_EC_B" "PBS_EC_A" "PBS_EC_B" "PBS_EC_C" "WT_EC_A" "WT_EC_B"
"16413" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.5507087587987 13.2814286544236 13.2814286544236 13.371935126705 13.2814286544236 13.6081468338351
"16414" 13.5273622741444 13.2814286544236 13.2814286544236 13.2814286544236 13.6600461211297 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16415" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16416" 14.9364656349084 14.9283518187968 15.0477416868614 15.0762385037746 15.0895110104541 15.1260846493921 14.7788909435197 15.0823834099921 14.6793439434218 14.6282295010413
"16418" 14.6142371399149 14.7189438778271 14.4085764579644 14.7698503141998 14.6443533806992 14.6176514125558 14.754815767478 14.5277546717447 14.7245659479557 14.7458043539307
"16419" 13.3127431237268 13.8342972246877 13.2961533924679 13.5730570073261 13.3315525971101 13.2814286544236 13.575600595441 13.4823433911081 13.2963440585776 13.5584493156748
"16420" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16421" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.3003906450345
"16423" 13.713315696202 13.9214221861009 14.0431087488598 13.820070071446 14.118669156457 13.7863699305764 13.8581596515802 13.821594291722 14.1602670629582 13.9703626910987
"16424" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16425" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16426" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.3010076742525 13.2814286544236 13.2814286544236 13.3966946606973 13.2814286544236 13.2814286544236
"16427" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.3588920667776 13.2814286544236 13.2814286544236 13.2814286544236
"16428" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.5465645320577 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16429" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16430" 14.6565003235997 14.6117186992613 14.6870538598367 14.7987604026386 14.8156930827564 14.8288698229945 14.7185670652466 14.7680495778896 14.3760842719444 14.6544592146686
"16431" 14.0901629082802 14.1389717347092 14.1174521646456 14.1033048550601 14.0074066609205 14.295120928694 14.2425984705169 14.1919807221746 13.637522285669 14.1157404239737
"16432" 14.84981981269 15.0298175256768 15.2721606635556 14.9494561000466 15.0969896464296 15.0510868259012 14.9338480837587 14.975071424193 14.955320778158 14.9708220595589
"16433" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16434" 13.8281065311342 13.8772451886583 13.7536491201038 13.8109965629406 13.8469666142311 13.734604806645 13.8826870651019 13.7690118968435 13.9378289897211 13.8982883067391
"16438" 13.2814286544236 13.2814286544236 13.4462372285252 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16439" 13.5176259524966 13.3656687326961 13.5811831660574 13.8354140375214 13.7052227111939 13.6183846194316 13.7254554292123 13.7670856014424 13.2814286544236 13.8072130363814
"16440" 13.7723523330439 13.882268690083 13.71986959991 13.8566892068146 14.0286761842154 13.9059884416824 13.848785713468 13.9034104118259 13.9266597666929 13.7108149795439
"16443" 13.5376631454495 13.7594318138654 13.4124899068231 13.3547784214341 13.3578914890665 13.5096192852514 13.4947368525077 13.5379737316514 13.7488902986606 13.5193289851627
"16447" 13.2814286544236 13.2814286544236 13.2814286544236 13.3051429244438 13.2814286544236 13.2814286544236 13.2814286544236 13.2952252892038 13.2814286544236 13.2814286544236
"16449" 14.6932454009696 14.5848738853629 14.5234434802298 14.2037764395123 15.0337815843263 14.7177150081528 14.6042891574037 14.8424793521 14.3968463698587 14.2331631990575
"16450" 13.5583027881255 13.2814286544236 13.4846354018401 13.6849657345169 13.2814286544236 13.4889870777262 13.2814286544236 13.62569863282 13.4231911149702 13.2814286544236
"16451" 14.1237452899167 14.6732525693576 14.8569003082295 14.4308705152681 14.3917432113692 14.4393273936208 14.4169300888392 14.2747174219485 14.3762773927388 14.5297766995598
"16452" 14.2907539264548 14.164848443326 14.448191133607 13.844285597405 14.1955229358315 14.3351633711096 14.1036555239826 14.278186133145 14.4833058354933 13.9455741784952
"16453" 13.8751112365173 14.0477974442066 14.0354317084612 13.856470355376 14.128461481986 13.956497238436 13.8199313092278 13.8889470512665 13.8274914666735 13.9600211139661
"16456" 14.5833923343443 14.5198996353612 14.9578213483222 14.631243590698 14.8013258638104 14.8440779688656 14.8243828790748 14.7934681089919 14.8204633785464 14.589373241405
"16467" 13.3501832813087 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16468" 13.2814286544236 13.4833427346536 13.7932528188463 13.317477036684 13.8564718592236 13.692505861725 13.6203142491332 13.7248654908155 13.2814286544236 13.4091782764083
"16469" 13.6064043464596 13.7491743338219 13.2814286544236 13.8146307883591 13.6704517939593 13.3900804115064 13.4842397292337 13.4937855322617 13.450233690147 13.5717081768357
"16470" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16475" 13.3185314232501 13.5030182890179 13.5816761078992 13.3927840765852 13.3478759656649 13.3872437932203 13.5257801530443 13.4039272385737 13.6777134302896 13.8300163896206
"16476" 15.9713782701573 15.6884900300122 15.7732109139013 15.7575541970136 15.7820599043796 16.0294478706756 15.5505123729666 15.8721418217186 15.6695554632694 15.5105814246384
"16477" 14.534994471794 14.7742403341995 15.0268234218693 14.7838686379846 14.9558423113983 14.9377152994367 14.6316776159408 14.7300924846697 14.9777057166087 14.7651916569418
"16478" 14.561009674129 14.618483546647 14.6603148036184 14.8019711693537 14.6427613798549 14.7291414806512 14.5292250834515 14.6333635778787 14.8136649566185 14.5967083557584
"16480" 13.7806058027972 13.5496793199824 13.5749326177146 13.64588085964 13.6106824874568 13.6406066404968 13.5729695424192 13.6237425803472 13.8972466347944 13.6042547733982
"16483" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16485" 13.2814286544236 13.3656898358844 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16490" 13.2954602056618 13.2937182478637 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2983384567186 13.2951997134344 13.2963045722027 13.2948318450298
"16491" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.3322413403362 13.2814286544236 13.2814286544236 13.4994833122818
"16492" 13.3128022407382 13.3139447590531 13.3068645239422 13.3121009428828 13.3153800580233 13.2814286544236 13.2983506204564 13.3089962658054 13.302464470581 13.3142538761414
"16493" 13.2814286544236 13.2814286544236 13.2814286544236 13.4754880572312 13.3010094634364 13.5463686557663 13.4665733816857 13.4076830989329 13.7557630012748 13.2814286544236
"16494" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16495" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.3053369806682 13.2814286544236 13.2814286544236 13.2814286544236
"16497" 13.2814286544236 13.2814286544236 13.6443975186843 13.2814286544236 13.3634666204279 13.2814286544236 13.2814286544236 13.2814286544236 13.3146950983593 13.2814286544236
"16498" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16499" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.3590053532455 13.2814286544236 13.2814286544236 13.5191616818359
"16500" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16502" 13.2814286544236 13.2973041818464 13.3004009575271 13.2814286544236 13.3269752099189 13.2977404472719 13.2814286544236 13.3054873239932 13.2814286544236 13.293670706205
"16504" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16506" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16508" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16509" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16510" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16511" 13.2814286544236 13.2814286544236 13.8050098902477 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.4309275459672 13.2814286544236
"16512" 13.2814286544236 13.3377564044614 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16513" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16514" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16515" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.3490324385473 13.380695666456 13.2814286544236 13.2814286544236
"16516" 13.2954878941371 13.4179571093951 13.7833358556576 13.5991510609263 13.6058915571473 13.5278145572803 13.4755658238027 13.4593146740721 13.7609040217804 13.456918194808
"16517" 13.2954567256674 13.3026241889608 13.2814286544236 13.3308743482217 13.3368664698771 13.3287665325332 13.329301466471 13.3204295814052 13.2814286544236 13.31138591765
"16518" 14.3437984213467 14.0427729385587 14.4342153387093 14.6876894717358 14.3625640047369 14.998413493035 14.2544711931953 14.7123263688515 14.0705007295434 14.0278256412332
"16519" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16520" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16521" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16522" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16523" 13.2814286544236 13.5649598395942 13.8188983476357 13.4485695743411 13.6722796749058 13.4614607206105 13.4374427375501 13.5392128158177 13.45135959566 13.6350942034201
"16524" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16525" 13.2814286544236 13.6441887436339 13.6516557421179 13.2814286544236 13.6485063811013 13.2814286544236 13.2814286544236 13.2814286544236 13.428646626654 13.2948305019811
"16526" 13.3279221117604 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2952109643244 13.2814286544236 13.2814286544236
"16527" 13.3094637748114 13.3673702243091 13.2814286544236 13.2814286544236 13.2814286544236 13.3287219515395 13.2983409270183 13.2952061705921 13.3111490345857 13.2814286544236
"16528" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.3053369806682 13.2814286544236 13.2814286544236 13.2814286544236
"16529" 13.3881642455494 13.5306766397204 13.2814286544236 13.6410133110709 13.2814286544236 13.5046025926406 13.4307677569485 13.5222382149281 13.8393225144547 13.2814286544236
"16530" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.3604970936827 13.2814286544236 13.2814286544236
"16531" 13.2814286544236 13.3132963931849 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.3090948222217 13.2814286544236 13.2814286544236 13.2814286544236
"16532" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16533" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.4178104435018 13.2814286544236 13.3490795573538 13.2814286544236 13.2814286544236 13.2814286544236
"16534" 13.2814286544236 13.2814286544236 13.5538312151604 13.2814286544236 13.3124134071981 13.2814286544236 13.3322473676135 13.2814286544236 13.2814286544236 13.2814286544236
"16535" 13.7664917203426 13.6907716604176 13.5992548908923 13.5146189926539 13.8211390381318 13.8385965432293 13.792120772544 13.822551414728 13.758390269903 13.4825756618935
"16536" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16538" 13.3185697401186 13.2814286544236 13.296119495766 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16539" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16541" 13.3279214835134 13.3290035472673 13.2814286544236 13.2814286544236 13.340247271863 13.2814286544236 13.3323158040869 13.2814286544236 13.2814286544236 13.3215766937773
"16542" 14.9136058658379 14.7045378102615 14.8105766564293 14.8330014996975 15.0877584532463 15.3211940535955 14.9570247847905 15.2526196542102 14.2685315852879 14.8259292288843
"16543" 13.3744350378058 13.503692736892 13.4568282391449 13.3902230844859 13.5784131774697 13.462003568762 13.4505587583165 13.3503557708873 13.399395427077 13.3851486964265
"16545" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16548" 13.5784088467776 13.4071876537262 13.2814286544236 13.2814286544236 13.3905205560645 13.2814286544236 13.459216320343 13.4051104622722 13.5317867195049 13.4689897883374
"16549" 13.9055113653855 13.9187463244262 13.5028619659141 14.0105225033839 13.6635717848936 13.7000994145549 13.7936212896597 13.7787972860529 13.9038981374384 13.7538572268476
"16551" 13.3057262009136 13.2937165338765 13.3322889005519 13.3225715687559 13.3206248592911 13.3171773642684 13.2814286544236 13.3311163729559 13.3329437875645 13.29482722976
"16552" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16553" 13.2814286544236 13.8140241216168 13.6044824858886 13.70792678506 13.6324940099103 13.6032270603499 13.5810716563839 13.5979262597418 13.3390281978736 13.784194754583
"16554" 13.2814286544236 13.5293673439273 13.5615637113763 13.2814286544236 13.4171786015365 13.2814286544236 13.2814286544236 13.3717805518464 13.3329537600351 13.2814286544236
"16558" 13.2814286544236 13.5848301255127 13.8479373751511 13.6606346124992 13.5033501751426 13.5872174446876 13.514337213347 13.6339757595104 13.3896663266619 13.3661531988626
"16559" 13.2814286544236 13.2814286544236 13.2814286544236 13.2951747466663 13.2814286544236 13.384507487404 13.2814286544236 13.400419056951 13.2814286544236 13.2814286544236
"16560" 13.448218536874 13.4408100292674 13.4784516511324 13.2814286544236 13.4118769066075 13.2814286544236 13.3958891928069 13.3009759722617 13.3072818595498 13.6037536437689
"16561" 14.1225808320875 14.0218082808579 14.0858753329723 13.8902065320589 14.1333625664465 14.0361556764496 14.0459284201887 14.1251387639809 14.0354689894172 13.7493575985219
"16562" 13.2814286544236 13.4643611950756 13.2814286544236 13.5040207690184 13.4399249474368 13.5317500322226 13.3922908001167 13.5642462921218 13.3865549873525 13.2814286544236
"16563" 13.6228439290611 13.5222011369179 13.4059767995855 13.710582777365 13.7180207600296 13.6735182768371 13.7465341475609 13.6885998508513 13.8567734922709 13.6340581138181
"16564" 13.2814286544236 13.4210105500909 13.4717139906622 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16565" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16568" 13.7354499314284 13.8389755913282 13.8237997003265 14.1178801357417 13.8761997046289 13.9165126716542 13.763398134883 13.9101208815359 13.8154972019994 13.7153549744174
"16569" 13.9908297786225 13.6463539595772 13.2814286544236 13.312090474157 13.7482218606004 13.605754692326 13.5748407964288 13.5766956410609 13.8565771324587 13.2814286544236
"16570" 13.9693362142602 13.7995679301683 13.8949751457434 13.8910619367668 13.7640063856832 13.7730476978069 13.6448092159367 13.725220303313 13.8617665479196 13.8731199557772
"16571" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16572" 13.7518265527951 13.3221392624137 13.3012901911386 13.4403928942255 13.2976242510764 13.4332078441614 13.4570513872213 13.3535904327144 13.2814286544236 13.3753544936757
"16573" 15.0733008103426 15.0398687028733 14.7940189403635 15.1675164258797 14.9393218793218 15.1125196861014 15.0331245798488 15.0187599027069 14.9539811343896 15.0771212213575
"16574" 13.3472065729101 13.6076025004196 13.2814286544236 13.2814286544236 13.5783468266802 13.3213516064269 13.3469091555028 13.4527804081745 13.2814286544236 13.2814286544236
"16576" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.3054256381424 13.2814286544236 13.3828773224185 13.2814286544236 13.2814286544236 13.2814286544236
"16578" 13.2814286544236 13.4230381482144 13.7238249795517 13.2814286544236 13.4217481880875 13.2814286544236 13.3424293335498 13.2814286544236 13.2814286544236 13.3130288606406
"16579" 13.3425576328925 13.7120930470234 13.4550039967193 13.9676066086482 13.2814286544236 13.6699998831566 13.6847832911907 13.6034262862617 13.6027547210956 13.4659379049582
"16580" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2992930643921 13.3106726140535 13.308943928779 13.2814286544236 13.2814286544236
"16581" 13.5419281239248 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.3944367681778 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16582" 13.5239377624252 13.8595399075776 13.5962575907068 13.5493522196335 13.4556563875075 13.7686887629252 13.6579302333199 13.5667232637937 13.2814286544236 13.7589155608311
"16588" 13.6101994171455 13.6043813438206 13.2814286544236 13.450048155002 13.3812559432145 13.5297071372957 13.56249585299 13.5454014548252 13.6390768536654 13.4929484420165
"16589" 13.7358260794223 13.6475743480658 13.8339213128572 13.5785596544115 13.7358894563263 13.7792627565031 13.6038634072726 13.666999934587 13.7024750991526 13.663270380267
"16590" 15.600836082379 15.139506829056 15.4928611662158 15.6317074743446 14.8592267977802 15.3530804195505 15.0722640727101 15.3114812806888 14.9788262827278 15.1451402887406
"16591" 13.2814286544236 13.9378046162709 13.4068178138456 13.2814286544236 14.240642273477 13.2992967843443 13.3625372690297 13.3052918875375 13.5236538520795 13.8149052689661
"16592" 13.5324672304774 13.6105957656287 13.6674671959048 13.4254110925734 13.5057543943742 13.445068143965 13.5169881485795 13.5376370338695 13.6862948269652 13.6348984178645
"16593" 14.284368831687 14.0150628981259 14.0310561065852 14.2032620024616 13.9814475075023 14.0305528303232 14.0042396797086 14.0160613450403 13.8851560287537 13.8831501890962
"16594" 13.5899584877095 13.4897049758898 13.4006085062384 13.6147856259937 13.4128320880148 13.4129214381435 13.5012430369014 13.5069480276238 13.618643323115 13.5258629924132
"16596" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.3178484947187 13.2814286544236 13.2814286544236
"16597" 13.4598822087963 13.2814286544236 13.2814286544236 13.2814286544236 13.4435535537392 13.2814286544236 13.4167142120158 13.5373968162842 13.7073440908247 13.7199103713623
"16598" 14.1840594799147 14.2027660793054 14.2655737003244 14.248977658121 14.4450375860175 14.3857046327382 14.1654615993626 14.2352863067286 14.2639769474931 14.4592365586291
"16599" 14.0605199872761 14.0191470845939 13.9651817387203 14.0171005700997 14.1147106845107 14.2717559388594 14.0777903464518 14.2332519103391 14.2101247799514 14.0508099840465
"16600" 13.6142841653254 13.7562887973313 13.637267352372 13.6131083257793 13.6757627560492 13.7882457803723 13.7661614619797 13.7484359176992 13.7678488116182 13.6474189932466
"16601" 14.1844518687603 13.9636271154007 13.8499096960055 14.2615631290103 14.0676423742631 14.2324116918923 14.0946789965117 14.1981181066661 14.1300724592216 13.9840017720183
"16612" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16613" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16615" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16616" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16617" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16618" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16619" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16621" 13.4264739041796 13.361050068256 13.4332372990397 13.4401043341556 13.3896336571768 13.3379350798335 13.3447203599887 13.3581396432618 13.4521903828804 13.4027209801646
"16622" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16623" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16624" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16625" 13.2814286544236 13.2814286544236 13.2961076196706 13.2814286544236 13.2953018395339 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16627" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16628" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16633" 13.2954325416647 13.2936987273326 13.2814286544236 13.3051407749461 13.3054101276306 13.2993713343769 13.3053719254462 13.3053318006992 13.2814286544236 13.2947992650969
"16634" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16635" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16636" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16637" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16638" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16639" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16640" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16641" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16642" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16643" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16644" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16646" 14.0220274957314 14.0840402249722 14.0771923751063 14.1123701834917 14.1243674563685 14.0258918521632 14.1199706013067 14.0553557420588 14.0247486175793 14.0274066283665
"16647" 13.991987263638 14.2640048648793 14.0165592627536 14.0754164285476 13.9159925620385 14.0642336604001 14.1335122012858 14.1393732013329 13.9368277683696 14.1523560349202
"16648" 14.0624246269732 13.9445736018354 14.1356253508642 13.9308292826794 13.9186081644579 14.021901109913 14.0208432113641 14.0576574320541 14.0706218282962 14.0218858970977
"16649" 14.2624095450671 14.1603790724573 13.9073240217005 14.296947211451 14.2012714213487 14.3787810778425 14.3277422818487 14.3858916902868 14.110997644399 14.1129681336751
"16650" 13.7787060983152 13.6972326335712 13.444851178081 13.7213820575395 13.7171113297536 13.8541204900457 13.8724738913478 13.7797223721832 13.7793382040534 13.7290570875697
"16651" 13.2814286544236 13.445511617379 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
"16653" 14.3428565811562 14.0495068786221 14.0165622566005 14.1727885217024 14.2233651936688 14.2407414702776 14.2065455525573 14.1287179363024 14.4000532867174 14.0744589107208
"16656" 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236 13.2814286544236
