"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"11287",1.93459001780047,-0.59355111967528,4.24704513511384,1.27657799829768,0.734702233191419,NA
"11298",0.316303634498709,2.09814212797764,4.21174899750874,0.641456969277176,0.886879555186268,NA
"11302",12.814439250995,-3.34553871996752,3.94682139863871,2.06763420614497,0.558488283190904,NA
"11303",2981.66570703324,0.299285950102103,0.285279413398927,3.67564443856446,0.298685879149521,0.903654434181303
"11304",0,NA,NA,NA,NA,NA
"11305",450.603575210485,2.1125169835766,1.16276147572719,7.27512482541695,0.0636268769852735,0.531484538094593
"11306",698.382560840926,0.907565912014369,0.478979812199474,3.83382485834713,0.279976171286474,0.886418384276743
"11307",2334.3447831676,0.0813715784955023,0.389142838235346,0.134343924788851,0.987419157535356,1
"11308",1808.67614203478,-0.0862126271147493,0.288376091561828,2.19562772169863,0.532810087080423,1
"11350",1322.45278114634,0.44792033676377,0.359350192168656,10.0941881540808,0.0177822374320398,0.274523419215121
"11352",785.5129876162,-0.179732112729396,0.494570992870284,0.891203221092724,0.827550138922842,1
"11354",0,NA,NA,NA,NA,NA
"11363",8149.911304948,-0.316935364287581,0.178046719370802,9.71473764948666,0.0211533008045708,0.303464552002389
"11364",1132.17248847427,0.0471764233988651,0.397268275474156,0.508116945635095,0.917104569464462,1
"11370",5236.35330435378,-0.19805595059919,0.216001550021784,7.91783837527549,0.0477406108542068,0.466403034421384
"11409",792.028221893597,-0.261144571209653,0.435209395592837,0.977198791234343,0.806768940121209,1
"11416",975.015932082499,1.19632826958742,0.490529195721644,6.30982624062514,0.0974718846043218,0.640470583906791
"11418",0,NA,NA,NA,NA,NA
"11419",0,NA,NA,NA,NA,NA
"11421",0.579034759797047,2.21481750394708,2.75543555210377,2.53395857114069,0.469185257180285,NA
"11423",27.476570108003,-7.0701170048521,3.76123390606845,4.95542105923443,0.175090688806369,NA
"11425",0,NA,NA,NA,NA,NA
"11426",346.213652121579,4.41175913276559,2.82074217138818,1.15532871275019,0.763737034596229,1
"11428",3374.28121117698,0.015724855074257,0.168906922476977,2.01000263813199,0.570333217366715,1
"11429",11926.6363332429,-0.197084589195177,0.148435270744469,10.0238191835743,0.0183647450091161,0.278265220536947
"11430",2368.22280631786,0.27251043893536,0.414699530103195,1.53011068310269,0.675338439172926,1
"11431",1904.8259643953,0.294735651626689,0.22674484309171,1.90513436256697,0.592327915573012,1
"11432",1516.42689822923,0.600808439616752,0.465822691362067,5.99035668187136,0.112080337212932,0.677812034956909
"11433",649.323526225169,0.636445716037512,0.636482372182616,4.19502279453221,0.241160670469736,0.854263668098584
"11434",0,NA,NA,NA,NA,NA
"11435",171.202427837422,0.202505064122223,0.865325826921298,0.698950391029953,0.873450799915821,1
"11438",0.229153137816364,1.85536585331428,2.41238660402472,1.17260200939904,0.759582699802691,NA
"11440",0,NA,NA,NA,NA,NA
"11441",0,NA,NA,NA,NA,NA
"11443",9.95536951194684,-5.23888703831799,4.24704513515955,2.33326423569569,0.506178331701043,NA
"11444",78.9647062156061,1.64316070525277,2.74963111474393,0.79373955948698,0.850963854905418,1
"11447",1.0282404377141,-1.3939032469153,2.62108458829736,0.419717374718061,0.936139894140278,NA
"11448",0,NA,NA,NA,NA,NA
"11449",0,NA,NA,NA,NA,NA
"11450",0,NA,NA,NA,NA,NA
"11451",4.02798608592719,0.368382710126439,4.24704513511314,1.54981461586903,0.67082177115238,NA
"11459",7.1901449477403,-3.49775858676703,3.33737743721792,-0.0128921814187137,1,NA
"11461",26540.3687759617,-0.0495277510339191,0.135499763406245,5.16689109228517,0.159976594376133,0.764697066687031
"11464",1.43486716321046,0.368385436481156,4.10666054165658,1.50155129761444,0.681912337960227,NA
"11465",24554.8872549854,0.0132637239452326,0.133021963502632,5.21482022936001,0.156726056957718,0.759677064767085
"11468",0.221230433598819,0.368429396610491,4.24704513516997,0.328808813172166,0.954522311011048,NA
"11470",0,NA,NA,NA,NA,NA
"11471",0,NA,NA,NA,NA,NA
"11472",81.4205210360579,1.13497708603777,2.21171206706017,2.51097358347442,0.473311175047449,0.988589884618006
"11474",1.59335319612977,-2.70018747059133,4.13100675187566,0.508680177937531,0.916980317740788,NA
"11475",18.6412087755531,-0.559495325113144,2.89451311779666,0.530895697994879,0.912053182204167,NA
"11477",509.155802905336,-0.162664332719825,0.660914334735383,4.43151347584387,0.218481085160434,0.834470937761675
"11479",133.636859765515,-0.60839289252104,1.61839007236957,0.31385281691621,0.957402429885432,1
"11480",476.833271926678,-1.47018343699452,0.564670922049382,9.62892635375343,0.0219986250602285,0.309125884750444
"11481",62.940815377588,-4.05044077261438,2.06990918723399,4.12563640648996,0.248213350365633,0.85765211567771
"11482",1320.44309954445,-1.02224520106923,0.307147013279395,15.2560741610059,0.00161039053823918,0.0623373061934244
"11484",0,NA,NA,NA,NA,NA
"11486",1108.14492034414,-1.04549781107904,0.528745551579594,10.2988007715775,0.0161897438321345,0.26030469001573
"11487",2609.98533448884,0.710578621472805,0.230000706637828,9.44376071781841,0.0239372400972743,0.326093238934714
"11488",0,NA,NA,NA,NA,NA
"11489",0.352174407175384,2.05271205496567,4.21338138258404,0.626569329232881,0.890323896629639,NA
"11490",4184.90190041646,-0.168979304191554,0.2177346030097,9.97402223687021,0.0187882515870128,0.28135749602858
"11491",4051.39319744948,0.395613876322128,0.269155214049799,2.93639579046879,0.401536011600747,0.966385753306104
"11492",1.58645094753335,-0.196351047765832,2.6155209412295,0.287861031258295,0.962295088271787,NA
"11495",0,NA,NA,NA,NA,NA
"11496",22.5527540512029,1.64957332378289,1.70701023921723,0.753228628547916,0.860618223145042,NA
"11497",0,NA,NA,NA,NA,NA
"11498",0.316303634498709,2.09814212797764,4.21174899750874,0.641456969277176,0.886879555186268,NA
"11499",0,NA,NA,NA,NA,NA
"11500",0,NA,NA,NA,NA,NA
"11501",37921.2144409271,-0.123975173909919,0.190611700024886,5.96820184784769,0.113167564655748,0.68038769404072
"11502",3359.51349299069,0.252900872759529,0.284855251978569,0.880421350046106,0.830149831674113,1
"11504",17721.3711667083,0.16315708369694,0.137819102829948,5.92606589059008,0.115263211898489,0.682267759754589
"11512",0,NA,NA,NA,NA,NA
"11513",512.918987133106,1.63435586380839,0.905668055612192,2.87206814597781,0.411773207527564,0.971885789387599
"11514",0,NA,NA,NA,NA,NA
"11515",156.687323814731,1.13088099445043,1.44702635286481,2.48652773353294,0.47773074450335,0.991328452261686
"11516",0,NA,NA,NA,NA,NA
"11517",3.70009650909031,3.37926534479795,3.3532103703406,1.22010301943305,0.748186925078472,NA
"11518",1574.54948259939,-0.192123063001379,0.452588280920363,0.554101895644891,0.906854461324233,1
"11519",0.175129829822921,0.36845821195474,2.20647812624052,1.50885282046147,0.680228616465385,NA
"11520",156635.620663669,-0.0829145137898975,0.133677081207167,2.24890042234915,0.522380844138998,1
"11522",0,NA,NA,NA,NA,NA
"11529",0,NA,NA,NA,NA,NA
"11532",3463.78150940922,-0.228997373434401,0.178812901869808,2.30085438542574,0.512357249170848,1
"11534",683.364563389828,-0.565220971558541,0.490307729348246,2.24560841121945,0.523020891898017,1
"11535",69.9808285525791,0.282749552280545,2.21823373569986,0.955195998920388,0.812091358477539,1
